instrument,note,midi,pp_source,mf_source,ff_source,gpr_p,gpr_mp,gpr_f,linear_mp_estimate,quadratic_mp_estimate,gpr_mp_std,mp_minus_p,mf_minus_mp,outside_pp_mf_interval,finite,negative,warnings,model,mp_coordinate
viola,C4,60.0,24.864557,28.856327,29.949936,27.04342669732591,27.993710044764306,29.674926912978435,26.860442,28.13008709375,0.3814769354013935,0.9502833474383969,0.8626169552356941,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,C5,72.0,14.204787,13.331529,13.625353,13.775790136713834,13.74699970841164,13.660669499873155,13.768158,13.4404295625,0.1862493368658795,-0.02879042830219447,-0.4154707084116396,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,C6,84.0,7.608984,6.873599,7.222314,7.2303585330319295,7.230358473164853,7.230358290314451,7.2412915,6.955810874999999,0.1825160553860606,-5.986707662941626e-08,-0.35675947316485335,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,C7,96.0,3.393524,3.291051,3.062043,3.2386127624650753,3.238612752366428,3.238612720612997,3.3422875000000003,3.3285319062499994,0.18228567585788563,-1.0098647251766124e-08,0.052438247633571855,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D#3,51.0,42.732057,51.148026,51.741686,47.52515947372843,49.57579496425411,52.27102332909028,46.9400415,49.77737521875,0.7536710942589983,2.0506354905256785,1.5722310357458937,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D#4,63.0,24.673988,21.862305,22.033111,23.109663451116745,22.44904338664282,21.741742546221744,23.2681465,22.28561740625,0.3903915797943684,-0.6606200644739246,-0.5867383866428213,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D#5,75.0,12.763109,12.111519,13.45466,12.3720522691618,12.291276978252665,12.726862183702162,12.437314,12.08741046875,0.30665242974331197,-0.08077529090913593,-0.17975797825266504,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D#6,87.0,7.282524,6.505312,7.301591,7.025067290031672,7.025067293645085,7.0250673013307035,6.893918,6.55210021875,0.18251261122245033,3.613412680181227e-09,-0.5197552936450851,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D3,50.0,46.300964,48.825667,53.258255,47.43908709783466,48.136307073936834,50.96877806755142,47.5633155,48.015627031250006,0.3329932327833983,0.6972199761021756,0.6893599260631689,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D4,62.0,27.954406,27.251578,29.751846,27.38334063997161,27.26483741422476,28.31179087381507,27.602992,27.126994749999998,0.4005399288162068,-0.11850322574684924,-0.013259414224762622,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D5,74.0,14.207472,14.497863,14.57471,14.424370674354954,14.424370905230084,14.424371591362704,14.352667499999999,14.445285,0.18255960777756408,2.3087513056907483e-07,0.07349209476991625,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,D6,86.0,7.968202,7.028986,8.356678,7.4029703284761315,7.230933821988062,7.606957852256399,7.498594,7.051267374999999,0.33788406841532537,-0.17203650648806956,-0.20194782198806216,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,E3,52.0,42.562219,45.746578,45.88106,44.36998299650362,45.10262144257391,46.07142007912992,44.1543985,45.23641421875,0.37176340624949067,0.7326384460702897,0.6439565574260868,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,E4,64.0,19.845925,19.799905,20.781418,19.959156424226887,20.048370291510807,20.320375236745353,19.822915000000002,19.715078781249996,0.19133804265419402,0.08921386728392022,-0.24846529151080787,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,E5,76.0,10.992217,11.033411,11.443659,11.15201541414893,11.152739185476644,11.15489033969854,11.012813999999999,10.988513687499998,0.1826601213319141,0.0007237713277135072,-0.11932818547664503,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,E6,88.0,7.98995,7.657391,9.046506,7.802081052611761,7.815596875118356,8.34003800507134,7.8236705,7.579123812499999,0.2824306666588387,0.013515822506594333,-0.15820587511835615,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F#3,54.0,35.703137,39.983901,38.738388,38.29113308693512,39.29359221326228,39.8813220756153,37.843519,39.43179846875,0.5407893061127265,1.0024591263271603,0.6903087867377238,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F#4,66.0,17.86533,18.147522,17.258643,17.828301149347936,17.792888202060755,17.684305108755442,18.006425999999998,18.18676190625,0.1869766462678803,-0.03541294728718114,0.3546337979392433,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F#5,78.0,7.719122,7.450748,7.729003,7.6285906317005505,7.628590634284062,7.628590638604566,7.584935,7.46659503125,0.18252196243684346,2.5835111827632318e-09,-0.17784263428406177,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F#6,90.0,5.92388,6.352379,6.300378,6.186829141042237,6.18682918500793,6.186829314119908,6.1381295,6.290301124999999,0.18249481744822776,4.396569330822331e-08,0.16554981499206978,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F3,53.0,32.676859,38.48503,38.922533,35.97677897224323,37.37903299495575,39.25191757221891,35.5809445,37.536487375,0.5516444718924244,1.402254022712519,1.1059970050442516,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F4,65.0,16.887165,16.820583,16.047916,16.738650151700295,16.664370173446535,16.434130037403833,16.853873999999998,16.90342396875,0.19064735362277763,-0.07427997825375954,0.1562128265534639,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,F5,77.0,10.526492,9.558647,9.624044,10.068566550336156,9.981883367124219,9.727653646219252,10.042569499999999,9.703741812499999,0.19283356006615698,-0.08668318321193702,-0.4232363671242183,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
