instrument,note,midi,dynamic,run_number,global_seed_precondition,values_consumed_before_fit,evaluation_order,prediction,elapsed_s
violin,G3,55.0,ff,51,1,0,canonical,70.5907421197404,0.09480799999437295
violin,G3,55.0,ff,52,42,0,canonical,70.5907421197404,0.09494149999227375
violin,G3,55.0,ff,53,999,0,canonical,70.5907421197404,0.09430620000057388
violin,G3,55.0,ff,54,0,1,canonical,70.5907421197404,0.09471150000172202
violin,G3,55.0,ff,55,0,100,canonical,70.5907421197404,0.09504290000768378
violin,G3,55.0,ff,56,0,10000,canonical,70.5907421197404,0.09454269999696407
violin,G3,55.0,fff,57,0,0,canonical,74.72838564201895,0.09611889999359846
violin,G3,55.0,fff,58,1,0,canonical,74.72838564201895,0.09522859999560751
violin,G3,55.0,fff,59,42,0,canonical,74.72838564201895,0.09457119999569841
violin,G3,55.0,fff,60,999,0,canonical,74.72838564201895,0.09381930000381544
violin,G3,55.0,fff,61,0,1,canonical,74.72838564201895,0.0945516000065254
violin,G3,55.0,fff,62,0,100,canonical,74.72838564201895,0.0928017000114778
violin,G3,55.0,fff,63,0,10000,canonical,74.72838564201895,0.0945575999940047
violin,G3,55.0,ffff,64,0,0,canonical,78.12866184545294,0.09293240000260994
violin,G3,55.0,ffff,65,1,0,canonical,78.12866184545294,0.09193530000629835
violin,G3,55.0,ffff,66,42,0,canonical,78.12866184545294,0.09356629999820143
violin,G3,55.0,ffff,67,999,0,canonical,78.12866184545294,0.09288129999185912
violin,G3,55.0,ffff,68,0,1,canonical,78.12866184545294,0.09416150000470225
violin,G3,55.0,ffff,69,0,100,canonical,78.12866184545294,0.09240560000762343
violin,G3,55.0,ffff,70,0,10000,canonical,78.12866184545294,0.09339209999598097
violin,G5,79.0,pppp,71,0,0,canonical,14.993995728441702,0.10183050000341609
violin,G5,79.0,pppp,72,1,0,canonical,14.993995728441702,0.10363610000058543
violin,G5,79.0,pppp,73,42,0,canonical,14.993995728441702,0.1060050000087358
violin,G5,79.0,pppp,74,999,0,canonical,14.993995728441702,0.10610550000274088
violin,G5,79.0,pppp,75,0,1,canonical,14.993995728441702,0.10355840000556782
violin,G5,79.0,pppp,76,0,100,canonical,14.993995728441702,0.10404099999868777
violin,G5,79.0,pppp,77,0,10000,canonical,14.993995728441702,0.10422010000911541
violin,G5,79.0,ppp,78,0,0,canonical,15.496088600827377,0.10282119999465067
violin,G5,79.0,ppp,79,1,0,canonical,15.496088600827377,0.1032645999948727
violin,G5,79.0,ppp,80,42,0,canonical,15.496088600827377,0.10367900000710506
violin,G5,79.0,ppp,81,999,0,canonical,15.496088600827377,0.10356350000074599
violin,G5,79.0,ppp,82,0,1,canonical,15.496088600827377,0.10476579998794477
violin,G5,79.0,ppp,83,0,100,canonical,15.496088600827377,0.10482870000123512
violin,G5,79.0,ppp,84,0,10000,canonical,15.496088600827377,0.10501890000887215
violin,G5,79.0,pp,85,0,0,canonical,16.01472201273518,0.10486249999667052
violin,G5,79.0,pp,86,1,0,canonical,16.01472201273518,0.10376220000034664
violin,G5,79.0,pp,87,42,0,canonical,16.01472201273518,0.1042334999947343
violin,G5,79.0,pp,88,999,0,canonical,16.01472201273518,0.10472780000418425
violin,G5,79.0,pp,89,0,1,canonical,16.01472201273518,0.10589370000525378
violin,G5,79.0,pp,90,0,100,canonical,16.01472201273518,0.10213780000049155
violin,G5,79.0,pp,91,0,10000,canonical,16.01472201273518,0.10225400001218077
violin,G5,79.0,p,92,0,0,canonical,16.544955577354667,0.10309239999332931
violin,G5,79.0,p,93,1,0,canonical,16.544955577354667,0.10361599999305326
violin,G5,79.0,p,94,42,0,canonical,16.544955577354667,0.10472839999420103
violin,G5,79.0,p,95,999,0,canonical,16.544955577354667,0.10576259999652393
violin,G5,79.0,p,96,0,1,canonical,16.544955577354667,0.1056654999993043
violin,G5,79.0,p,97,0,100,canonical,16.544955577354667,0.10566869999456685
violin,G5,79.0,p,98,0,10000,canonical,16.544955577354667,0.10761469999852125
violin,G5,79.0,mp,99,0,0,canonical,16.806375829525855,0.1045938000024762
violin,G5,79.0,mp,100,1,0,canonical,16.806375829525855,0.1039258999953745
violin,G5,79.0,mp,101,42,0,canonical,16.806375829525855,0.1046459000062896
violin,G5,79.0,mp,102,999,0,canonical,16.806375829525855,0.1028504999994766
violin,G5,79.0,mp,103,0,1,canonical,16.806375829525855,0.10375489998841658
violin,G5,79.0,mp,104,0,100,canonical,16.806375829525855,0.10550000000512227
violin,G5,79.0,mp,105,0,10000,canonical,16.806375829525855,0.10899789999530185
violin,G5,79.0,mf,106,0,0,canonical,17.059941988283217,0.10740140000416432
violin,G5,79.0,mf,107,1,0,canonical,17.059941988283217,0.1059328999981517
violin,G5,79.0,mf,108,42,0,canonical,17.059941988283217,0.10522589999891352
violin,G5,79.0,mf,109,999,0,canonical,17.059941988283217,0.1065764999948442
violin,G5,79.0,mf,110,0,1,canonical,17.059941988283217,0.10571839999465737
violin,G5,79.0,mf,111,0,100,canonical,17.059941988283217,0.10741339999367483
violin,G5,79.0,mf,112,0,10000,canonical,17.059941988283217,0.1062171999947168
violin,G5,79.0,f,113,0,0,canonical,17.533487137222302,0.10628459999861661
