instrument,note,midi,dynamic,run_number,global_seed_precondition,values_consumed_before_fit,evaluation_order,prediction,elapsed_s
violin,G5,79.0,f,114,1,0,canonical,17.533487137222302,0.10548280000512023
violin,G5,79.0,f,115,42,0,canonical,17.533487137222302,0.10389150000992231
violin,G5,79.0,f,116,999,0,canonical,17.533487137222302,0.10478110000258312
violin,G5,79.0,f,117,0,1,canonical,17.533487137222302,0.10406109999166802
violin,G5,79.0,f,118,0,100,canonical,17.533487137222302,0.10392950000823475
violin,G5,79.0,f,119,0,10000,canonical,17.533487137222302,0.10540040000341833
violin,G5,79.0,ff,120,0,0,canonical,17.963991329112936,0.10289510000438895
violin,G5,79.0,ff,121,1,0,canonical,17.963991329112936,0.10208860000420827
violin,G5,79.0,ff,122,42,0,canonical,17.963991329112936,0.10689339999225922
violin,G5,79.0,ff,123,999,0,canonical,17.963991329112936,0.10389020000002347
violin,G5,79.0,ff,124,0,1,canonical,17.963991329112936,0.10471429998870008
violin,G5,79.0,ff,125,0,100,canonical,17.963991329112936,0.10566479999397416
violin,G5,79.0,ff,126,0,10000,canonical,17.963991329112936,0.10524960000475403
violin,G5,79.0,fff,127,0,0,canonical,18.3555120719546,0.10659599999780767
violin,G5,79.0,fff,128,1,0,canonical,18.3555120719546,0.10437740001361817
violin,G5,79.0,fff,129,42,0,canonical,18.3555120719546,0.10377780000271741
violin,G5,79.0,fff,130,999,0,canonical,18.3555120719546,0.10462279999046586
violin,G5,79.0,fff,131,0,1,canonical,18.3555120719546,0.10437780000211205
violin,G5,79.0,fff,132,0,100,canonical,18.3555120719546,0.10341420001350343
violin,G5,79.0,fff,133,0,10000,canonical,18.3555120719546,0.1059328999981517
violin,G5,79.0,ffff,134,0,0,canonical,18.71031957223531,0.10501250000379514
violin,G5,79.0,ffff,135,1,0,canonical,18.71031957223531,0.1046922999958042
violin,G5,79.0,ffff,136,42,0,canonical,18.71031957223531,0.10276999999769032
violin,G5,79.0,ffff,137,999,0,canonical,18.71031957223531,0.10535570001229644
violin,G5,79.0,ffff,138,0,1,canonical,18.71031957223531,0.10428480000700802
violin,G5,79.0,ffff,139,0,100,canonical,18.71031957223531,0.10505090000515338
violin,G5,79.0,ffff,140,0,10000,canonical,18.71031957223531,0.10472980000486132
violin,G7,103.0,pppp,141,0,0,canonical,2.7298682979213464,0.10895179999351967
violin,G7,103.0,pppp,142,1,0,canonical,2.7298682979213464,0.10786410000582691
violin,G7,103.0,pppp,143,42,0,canonical,2.7298682979213464,0.10807039999053814
violin,G7,103.0,pppp,144,999,0,canonical,2.7298682979213464,0.10866040000109933
violin,G7,103.0,pppp,145,0,1,canonical,2.7298682979213464,0.10912210000969935
violin,G7,103.0,pppp,146,0,100,canonical,2.7298682979213464,0.1084709999995539
violin,G7,103.0,pppp,147,0,10000,canonical,2.7298682979213464,0.10938539999187924
violin,G7,103.0,ppp,148,0,0,canonical,3.5136640019733383,0.10905840000486933
violin,G7,103.0,ppp,149,1,0,canonical,3.5136640019733383,0.10928369998873677
violin,G7,103.0,ppp,150,42,0,canonical,3.5136640019733383,0.10815840000577737
violin,G7,103.0,ppp,151,999,0,canonical,3.5136640019733383,0.10731479999958538
violin,G7,103.0,ppp,152,0,1,canonical,3.5136640019733383,0.10662900000170339
violin,G7,103.0,ppp,153,0,100,canonical,3.5136640019733383,0.10653340000135358
violin,G7,103.0,ppp,154,0,10000,canonical,3.5136640019733383,0.10839420001138933
violin,G7,103.0,pp,155,0,0,canonical,4.508906028983871,0.10736329999053851
violin,G7,103.0,pp,156,1,0,canonical,4.508906028983871,0.10842859999684151
violin,G7,103.0,pp,157,42,0,canonical,4.508906028983871,0.10829299999750219
violin,G7,103.0,pp,158,999,0,canonical,4.508906028983871,0.1066657000046689
violin,G7,103.0,pp,159,0,1,canonical,4.508906028983871,0.10853490000590682
violin,G7,103.0,pp,160,0,100,canonical,4.508906028983871,0.11175619999994524
violin,G7,103.0,pp,161,0,10000,canonical,4.508906028983871,0.10736680000263732
violin,G7,103.0,p,162,0,0,canonical,5.634945377772164,0.10717160000058357
violin,G7,103.0,p,163,1,0,canonical,5.634945377772164,0.10826909999013878
violin,G7,103.0,p,164,42,0,canonical,5.634945377772164,0.11018719999992754
violin,G7,103.0,p,165,999,0,canonical,5.634945377772164,0.10706510000454728
violin,G7,103.0,p,166,0,1,canonical,5.634945377772164,0.10790279999491759
violin,G7,103.0,p,167,0,100,canonical,5.634945377772164,0.108442799988552
violin,G7,103.0,p,168,0,10000,canonical,5.634945377772164,0.10948939999798313
violin,G7,103.0,mp,169,0,0,canonical,6.0628610287517155,0.10974879999412224
violin,G7,103.0,mp,170,1,0,canonical,6.0628610287517155,0.10826219999580644
violin,G7,103.0,mp,171,42,0,canonical,6.0628610287517155,0.10696020000614226
violin,G7,103.0,mp,172,999,0,canonical,6.0628610287517155,0.1084563999902457
violin,G7,103.0,mp,173,0,1,canonical,6.0628610287517155,0.10682689999521244
violin,G7,103.0,mp,174,0,100,canonical,6.0628610287517155,0.1083053999900585
violin,G7,103.0,mp,175,0,10000,canonical,6.0628610287517155,0.10881020000670105
violin,G7,103.0,mf,176,0,0,canonical,6.26426391241614,0.10940190000110306
violin,G7,103.0,mf,177,1,0,canonical,6.26426391241614,0.10835740000766236
violin,G7,103.0,mf,178,42,0,canonical,6.26426391241614,0.10945950000314042
violin,G7,103.0,mf,179,999,0,canonical,6.26426391241614,0.10954580000543501
violin,G7,103.0,mf,180,0,1,canonical,6.26426391241614,0.10874820000026375
violin,G7,103.0,mf,181,0,100,canonical,6.26426391241614,0.11031239999283571
violin,G7,103.0,mf,182,0,10000,canonical,6.26426391241614,0.10790170000109356
violin,G7,103.0,f,183,0,0,canonical,5.828135832771041,0.1087926000036532
violin,G7,103.0,f,184,1,0,canonical,5.828135832771041,0.10696720000123605
violin,G7,103.0,f,185,42,0,canonical,5.828135832771041,0.1096419999958016
violin,G7,103.0,f,186,999,0,canonical,5.828135832771041,0.10776430000260007
violin,G7,103.0,f,187,0,1,canonical,5.828135832771041,0.109950400001253
violin,G7,103.0,f,188,0,100,canonical,5.828135832771041,0.10729990000254475
violin,G7,103.0,f,189,0,10000,canonical,5.828135832771041,0.10786309999821242
violin,G7,103.0,ff,190,0,0,canonical,4.850291526029446,0.10609390000172425
violin,G7,103.0,ff,191,1,0,canonical,4.850291526029446,0.10608670000510756
violin,G7,103.0,ff,192,42,0,canonical,4.850291526029446,0.10725910001201555
violin,G7,103.0,ff,193,999,0,canonical,4.850291526029446,0.10831250000046566
violin,G7,103.0,ff,194,0,1,canonical,4.850291526029446,0.10693510000419337
violin,G7,103.0,ff,195,0,100,canonical,4.850291526029446,0.10618570000224281
violin,G7,103.0,ff,196,0,10000,canonical,4.850291526029446,0.10772919999726582
violin,G7,103.0,fff,197,0,0,canonical,3.922056946754253,0.10884429998986889
violin,G7,103.0,fff,198,1,0,canonical,3.922056946754253,0.10770320000301581
violin,G7,103.0,fff,199,42,0,canonical,3.922056946754253,0.11659660001168959
violin,G7,103.0,fff,200,999,0,canonical,3.922056946754253,0.10884010000154376
violin,G7,103.0,fff,201,0,1,canonical,3.922056946754253,0.10713429999304935
violin,G7,103.0,fff,202,0,100,canonical,3.922056946754253,0.10866450000321493
violin,G7,103.0,fff,203,0,10000,canonical,3.922056946754253,0.10802159999730065
violin,G7,103.0,ffff,204,0,0,canonical,3.146266661079995,0.10891399999673013
violin,G7,103.0,ffff,205,1,0,canonical,3.146266661079995,0.10842240000783931
violin,G7,103.0,ffff,206,42,0,canonical,3.146266661079995,0.11363179999170825
violin,G7,103.0,ffff,207,999,0,canonical,3.146266661079995,0.107149000003119
violin,G7,103.0,ffff,208,0,1,canonical,3.146266661079995,0.1095666000037454
violin,G7,103.0,ffff,209,0,100,canonical,3.146266661079995,0.10703400000056718
violin,G7,103.0,ffff,210,0,10000,canonical,3.146266661079995,0.10784910000802483
viola,C3,48.0,pppp,211,0,0,canonical,43.1955062990703,0.09308160000364296
viola,C3,48.0,pppp,212,1,0,canonical,43.1955062990703,0.0946438999962993
viola,C3,48.0,pppp,213,42,0,canonical,43.1955062990703,0.09637949999887496
viola,C3,48.0,pppp,214,999,0,canonical,43.1955062990703,0.09534159999748226
viola,C3,48.0,pppp,215,0,1,canonical,43.1955062990703,0.09407949999149423
viola,C3,48.0,pppp,216,0,100,canonical,43.1955062990703,0.09449950000271201
viola,C3,48.0,pppp,217,0,10000,canonical,43.1955062990703,0.10237520000373479
viola,C3,48.0,ppp,218,0,0,canonical,47.87459124313806,0.09525640000356361
viola,C3,48.0,ppp,219,1,0,canonical,47.87459124313806,0.09495470000547357
viola,C3,48.0,ppp,220,42,0,canonical,47.87459124313806,0.09517559999949299
viola,C3,48.0,ppp,221,999,0,canonical,47.87459124313806,0.09449150000000373
viola,C3,48.0,ppp,222,0,1,canonical,47.87459124313806,0.0940891000063857
viola,C3,48.0,ppp,223,0,100,canonical,47.87459124313806,0.09526119999645744
viola,C3,48.0,ppp,224,0,10000,canonical,47.87459124313806,0.09429789999558125
viola,C3,48.0,pp,225,0,0,canonical,53.0596499956462,0.09379020000051241
viola,C3,48.0,pp,226,1,0,canonical,53.0596499956462,0.09445019999111537
viola,C3,48.0,pp,227,42,0,canonical,53.0596499956462,0.09421080000174697
viola,C3,48.0,pp,228,999,0,canonical,53.0596499956462,0.09410860000934917
viola,C3,48.0,pp,229,0,1,canonical,53.0596499956462,0.09373870000126772
viola,C3,48.0,pp,230,0,100,canonical,53.0596499956462,0.09376260000863113
viola,C3,48.0,pp,231,0,10000,canonical,53.0596499956462,0.09554260000004433
viola,C3,48.0,p,232,0,0,canonical,58.506347465928826,0.09643750000395812
viola,C3,48.0,p,233,1,0,canonical,58.506347465928826,0.09477310000511352
viola,C3,48.0,p,234,42,0,canonical,58.506347465928826,0.09452990000136197
viola,C3,48.0,p,235,999,0,canonical,58.506347465928826,0.09402919998683501
viola,C3,48.0,p,236,0,1,canonical,58.506347465928826,0.09645639998780098
viola,C3,48.0,p,237,0,100,canonical,58.506347465928826,0.09574760000396054
viola,C3,48.0,p,238,0,10000,canonical,58.506347465928826,0.09507600001234096
viola,C3,48.0,mp,239,0,0,canonical,60.89680257431996,0.09583330000168644
viola,C3,48.0,mp,240,1,0,canonical,60.89680257431996,0.09636219999811146
viola,C3,48.0,mp,241,42,0,canonical,60.89680257431996,0.0973455999919679
viola,C3,48.0,mp,242,999,0,canonical,60.89680257431996,0.09521790000144392
viola,C3,48.0,mp,243,0,1,canonical,60.89680257431996,0.0945172000065213
viola,C3,48.0,mp,244,0,100,canonical,60.89680257431996,0.09363719999964815
viola,C3,48.0,mp,245,0,10000,canonical,60.89680257431996,0.09641459998965729
viola,C3,48.0,mf,246,0,0,canonical,62.77338865717853,0.09598709999409039
viola,C3,48.0,mf,247,1,0,canonical,62.77338865717853,0.09505800000624731
viola,C3,48.0,mf,248,42,0,canonical,62.77338865717853,0.09426569999777712
viola,C3,48.0,mf,249,999,0,canonical,62.77338865717853,0.09460099998977967
viola,C3,48.0,mf,250,0,1,canonical,62.77338865717853,0.09706040000310168
viola,C3,48.0,mf,251,0,100,canonical,62.77338865717853,0.093901400003233
viola,C3,48.0,mf,252,0,10000,canonical,62.77338865717853,0.09556339999835473
viola,C3,48.0,f,253,0,0,canonical,64.59794112143358,0.0940845999866724
viola,C3,48.0,f,254,1,0,canonical,64.59794112143358,0.0945757000008598
viola,C3,48.0,f,255,42,0,canonical,64.59794112143358,0.0970728000102099
viola,C3,48.0,f,256,999,0,canonical,64.59794112143358,0.09573180000006687
viola,C3,48.0,f,257,0,1,canonical,64.59794112143358,0.09477670000342187
viola,C3,48.0,f,258,0,100,canonical,64.59794112143358,0.09554660000139847
viola,C3,48.0,f,259,0,10000,canonical,64.59794112143358,0.09665680000034627
viola,C3,48.0,ff,260,0,0,canonical,64.68960677790467,0.09608590000425465
viola,C3,48.0,ff,261,1,0,canonical,64.68960677790467,0.09445570000389125
viola,C3,48.0,ff,262,42,0,canonical,64.68960677790467,0.09458989999257028
viola,C3,48.0,ff,263,999,0,canonical,64.68960677790467,0.09677430000738241
viola,C3,48.0,ff,264,0,1,canonical,64.68960677790467,0.09557659999700263
viola,C3,48.0,ff,265,0,100,canonical,64.68960677790467,0.0960404999932507
viola,C3,48.0,ff,266,0,10000,canonical,64.68960677790467,0.09689200000138953
viola,C3,48.0,fff,267,0,0,canonical,64.0492030550728,0.09550100000342354
viola,C3,48.0,fff,268,1,0,canonical,64.0492030550728,0.09523589999298565
viola,C3,48.0,fff,269,42,0,canonical,64.0492030550728,0.0966035000019474
viola,C3,48.0,fff,270,999,0,canonical,64.0492030550728,0.0961302999930922
viola,C3,48.0,fff,271,0,1,canonical,64.0492030550728,0.09602660000382457
viola,C3,48.0,fff,272,0,100,canonical,64.0492030550728,0.09587900000042282
viola,C3,48.0,fff,273,0,10000,canonical,64.0492030550728,0.09625049999158364
viola,C3,48.0,ffff,274,0,0,canonical,62.95710343387758,0.09577980000176467
viola,C3,48.0,ffff,275,1,0,canonical,62.95710343387758,0.09538929999689572
viola,C3,48.0,ffff,276,42,0,canonical,62.95710343387758,0.0958109999919543
viola,C3,48.0,ffff,277,999,0,canonical,62.95710343387758,0.09569200000260025
viola,C3,48.0,ffff,278,0,1,canonical,62.95710343387758,0.09673830000974704
viola,C3,48.0,ffff,279,0,100,canonical,62.95710343387758,0.09679619999951683
viola,C3,48.0,ffff,280,0,10000,canonical,62.95710343387758,0.09895879999385215
viola,C5,72.0,pppp,281,0,0,canonical,13.943207989183378,0.14679579999938142
viola,C5,72.0,pppp,282,1,0,canonical,13.943207989183378,0.14653449998877477
viola,C5,72.0,pppp,283,42,0,canonical,13.943207989183378,0.14245539999683388
viola,C5,72.0,pppp,284,999,0,canonical,13.943207989183378,0.1436314000020502
viola,C5,72.0,pppp,285,0,1,canonical,13.943207989183378,0.1431566999963252
viola,C5,72.0,pppp,286,0,100,canonical,13.943207989183378,0.14368549999198876
viola,C5,72.0,pppp,287,0,10000,canonical,13.943207989183378,0.1443957000010414
viola,C5,72.0,ppp,288,0,0,canonical,13.888703823463516,0.14438569999765605
viola,C5,72.0,ppp,289,1,0,canonical,13.888703823463516,0.14472299999033567
viola,C5,72.0,ppp,290,42,0,canonical,13.888703823463516,0.14439729999867268
viola,C5,72.0,ppp,291,999,0,canonical,13.888703823463516,0.1457827999984147
viola,C5,72.0,ppp,292,0,1,canonical,13.888703823463516,0.1435808999958681
viola,C5,72.0,ppp,293,0,100,canonical,13.888703823463516,0.1480021999886958
viola,C5,72.0,ppp,294,0,10000,canonical,13.888703823463516,0.14619230000243988
viola,C5,72.0,pp,295,0,0,canonical,13.832857298536501,0.14698969999153633
viola,C5,72.0,pp,296,1,0,canonical,13.832857298536501,0.14747929999430198
viola,C5,72.0,pp,297,42,0,canonical,13.832857298536501,0.14505810000991914
viola,C5,72.0,pp,298,999,0,canonical,13.832857298536501,0.14485660000354983
viola,C5,72.0,pp,299,0,1,canonical,13.832857298536501,0.1471702999988338
viola,C5,72.0,pp,300,0,100,canonical,13.832857298536501,0.14389520000258926
viola,C5,72.0,pp,301,0,10000,canonical,13.832857298536501,0.14617330000328366
viola,C5,72.0,p,302,0,0,canonical,13.775790136713834,0.14721949999511708
viola,C5,72.0,p,303,1,0,canonical,13.775790136713834,0.14571750001050532
viola,C5,72.0,p,304,42,0,canonical,13.775790136713834,0.1457823999953689
viola,C5,72.0,p,305,999,0,canonical,13.775790136713834,0.14668250000977423
viola,C5,72.0,p,306,0,1,canonical,13.775790136713834,0.14658760000020266
viola,C5,72.0,p,307,0,100,canonical,13.775790136713834,0.14609969999582972
viola,C5,72.0,p,308,0,10000,canonical,13.775790136713834,0.14505160000408068
viola,C5,72.0,mp,309,0,0,canonical,13.74699970841164,0.15186099999118596
viola,C5,72.0,mp,310,1,0,canonical,13.74699970841164,0.1754122999991523
viola,C5,72.0,mp,311,42,0,canonical,13.74699970841164,0.18117630000051577
viola,C5,72.0,mp,312,999,0,canonical,13.74699970841164,0.15255509999406058
viola,C5,72.0,mp,313,0,1,canonical,13.74699970841164,0.14858470000035595
viola,C5,72.0,mp,314,0,100,canonical,13.74699970841164,0.14925080000830349
viola,C5,72.0,mp,315,0,10000,canonical,13.74699970841164,0.15023309999378398
viola,C5,72.0,mf,316,0,0,canonical,13.718172612781423,0.14782600000035018
viola,C5,72.0,mf,317,1,0,canonical,13.718172612781423,0.14496589999180287
viola,C5,72.0,mf,318,42,0,canonical,13.718172612781423,0.1486461999884341
viola,C5,72.0,mf,319,999,0,canonical,13.718172612781423,0.14728119999927003
viola,C5,72.0,mf,320,0,1,canonical,13.718172612781423,0.1469570999906864
viola,C5,72.0,mf,321,0,100,canonical,13.718172612781423,0.14609520000522025
viola,C5,72.0,mf,322,0,10000,canonical,13.718172612781423,0.14680579998821486
viola,C5,72.0,f,323,0,0,canonical,13.660669499873155,0.14694790000794455
viola,C5,72.0,f,324,1,0,canonical,13.660669499873155,0.14763170000514947
viola,C5,72.0,f,325,42,0,canonical,13.660669499873155,0.14748230000259355
viola,C5,72.0,f,326,999,0,canonical,13.660669499873155,0.14898080000421032
viola,C5,72.0,f,327,0,1,canonical,13.660669499873155,0.1467819999961648
viola,C5,72.0,f,328,0,100,canonical,13.660669499873155,0.1510258999915095
viola,C5,72.0,f,329,0,10000,canonical,13.660669499873155,0.14615169999888167
viola,C5,72.0,ff,330,0,0,canonical,13.603375161518505,0.14535250001063105
viola,C5,72.0,ff,331,1,0,canonical,13.603375161518505,0.14977869999711402
viola,C5,72.0,ff,332,42,0,canonical,13.603375161518505,0.14646930000162683
viola,C5,72.0,ff,333,999,0,canonical,13.603375161518505,0.14661749999504536
viola,C5,72.0,ff,334,0,1,canonical,13.603375161518505,0.14571739999519195
viola,C5,72.0,ff,335,0,100,canonical,13.603375161518505,0.14722130000882316
viola,C5,72.0,ff,336,0,10000,canonical,13.603375161518505,0.14669670000148471
viola,C5,72.0,fff,337,0,0,canonical,13.546249461162525,0.1438479000062216
viola,C5,72.0,fff,338,1,0,canonical,13.546249461162525,0.1469751999975415
viola,C5,72.0,fff,339,42,0,canonical,13.546249461162525,0.14450389999547042
viola,C5,72.0,fff,340,999,0,canonical,13.546249461162525,0.145389500001329
viola,C5,72.0,fff,341,0,1,canonical,13.546249461162525,0.14683640000293963
viola,C5,72.0,fff,342,0,100,canonical,13.546249461162525,0.14463339999201708
viola,C5,72.0,fff,343,0,10000,canonical,13.546249461162525,0.14420609999797307
viola,C5,72.0,ffff,344,0,0,canonical,13.489284673425502,0.1457998999976553
viola,C5,72.0,ffff,345,1,0,canonical,13.489284673425502,0.1465538999909768
viola,C5,72.0,ffff,346,42,0,canonical,13.489284673425502,0.14574330000323243
viola,C5,72.0,ffff,347,999,0,canonical,13.489284673425502,0.14537169999675825
viola,C5,72.0,ffff,348,0,1,canonical,13.489284673425502,0.1480641999951331
viola,C5,72.0,ffff,349,0,100,canonical,13.489284673425502,0.14832510000269394
viola,C5,72.0,ffff,350,0,10000,canonical,13.489284673425502,0.14912159999948926
viola,C7,96.0,pppp,351,0,0,canonical,3.238612817953384,0.10372749999805819
viola,C7,96.0,pppp,352,1,0,canonical,3.238612817953384,0.10174959999858402
viola,C7,96.0,pppp,353,42,0,canonical,3.238612817953384,0.10322350000205915
viola,C7,96.0,pppp,354,999,0,canonical,3.238612817953384,0.10124679999717046
