benchmark_id,synthetic_fixture,density.total,density.interval,density.sonic_mass,event_count,interval_compactness_norm,registral_norm,orchestration_mass,composite_subindex,config_hash,input_hash,metric_schema_version,score_only_mode
synthetic_triad,True,0.038555703894589954,0.2137588382139519,58.09180500000001,3,0.2137588382139519,0.0,58.09180500000001,0.038555703894589954,d457a196246ef501afffd397354cd9701c1c1cd9fb3a452f5d1a2178995b080c,12437a4a047b5bb0e9688b150469de764ddcf79639e5f3d87fa6765d414e7dd8,4.0.0-strict-symbolic,True
