diameter_m,diameter_cm,n_draws,seed,p05,p25,p50,p75,p95
0.3,30.0,400,20260803,7.892182221403986,9.480699152941325,11.079563373031654,13.915717660484132,17.704854352342835
0.35,35.0,400,20260803,9.318741256152448,12.077572335433402,14.921965781820958,18.462332130356447,22.006238693916856
0.39999999999999997,40.0,400,20260803,11.482937660096322,15.91109004732072,18.98504502959591,22.12744840344122,25.11778127483692
0.44999999999999996,44.99999999999999,400,20260803,14.572446562546485,19.19404943517968,22.071902288459192,24.831529499974785,27.96301846024069
0.5,50.0,400,20260803,17.544926002022162,21.912338393289723,24.604942050794076,27.49260758524794,31.14041549224791
0.5499999999999999,54.99999999999999,400,20260803,19.954493768724447,24.499001241183358,27.232437730708703,30.26413499626045,34.19544592430464
0.6,60.0,400,20260803,22.46863429519807,26.82081609647416,29.770782761881584,33.05423603335221,37.588979349238066
