family,instrument,band_index,dynamic,energy_provenance,energy_w_bloom,energy_w_buildup,energy_w_decay,energy_w_residue,energy_w_shimmer,energy_w_strike,f_c_hz,f_centre_hz,f_hi_hz,f_lo_hz,fill_fraction,modes_per_band,notes,ref_distance_m,spl_db_decay,spl_db_strike,stroke,t_contact_provenance,t_contact_s
plate,cymbal_18in_medium,25,,internal_default,,0.06175211057709213,,0.0006493163908025484,0.08039106861504679,0.03158273948718487,,3638.905914797386,3853.0557856320793,3436.658328728339,0.9,26.171959334528278,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,26,,internal_default,,0.06869720022703633,,0.00031780929953493647,0.072968076211631,0.035098311426228254,,4078.320809686421,4316.755726388418,3853.0557856320793,0.9,29.14507711727828,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,27,,internal_default,,0.07262273869870967,,0.00014404032355669395,0.0617503806242212,0.03899771547653322,,4567.652446074554,4833.131682803398,4316.755726388418,0.9,32.45593917194645,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,28,,internal_default,,0.07318553186713678,,6.001242273068417e-05,0.048788414425277156,0.04332122299180002,,5112.571393434344,5408.167616447384,4833.131682803398,0.9,36.14291303105149,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,29,,internal_default,,0.07078990884980356,,2.2801897388508735e-05,0.03616433933438577,0.04811297178279064,,5719.392386557584,6048.527263084527,5408.167616447384,0.9,40.24872475418245,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,30,,internal_default,,0.06643537651022491,,7.832118137016476e-06,0.025367662591708393,0.05342125701230468,,6395.147503469621,6761.631354584867,6048.527263084527,0.9,44.820954053874274,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,31,,internal_default,,0.061382648978619794,,2.4088680516505774e-06,0.017046093609259825,0.059298824846412544,,7147.667656109318,7555.743613196125,6761.631354584867,0.9,49.91258566746916,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,32,,internal_default,,0.056786951704107476,,6.564882666281099e-07,0.01113082443702021,0.06580316324865515,,7985.673338139188,8440.066514709539,7555.743613196125,0.9,55.58262336446373,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,33,,internal_default,,0.053438211345506956,,1.5672781764691143e-07,0.007154845342615594,0.07299678259352227,,8918.87568152042,9424.847930259928,8440.066514709539,0.9,61.89677370470141,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,34,,internal_default,,0.05167434803505769,,3.236868331377007e-08,0.0045594789201729375,0.08094747670622351,,9958.08899294587,10521.49988256573,9424.847930259928,0.9,68.92820747104965,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,35,,internal_default,,0.051447683083920934,,5.704316925046243e-09,0.0028763720743373708,0.08972855245224073,,11115.35607425443,11742.730792801776,10521.49988256573,0.9,76.7584076003507,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,36,,internal_default,,0.05247167204292077,,8.450029161237305e-10,0.0017806383769135023,0.09941901304355082,,12404.08777909383,13102.692750631822,11742.730792801776,0.9,85.4781134387704,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_18in_medium,37,,internal_default,,0.05437092241645323,,1.0350185198856335e-10,0.0010684503843502657,0.11010367673886992,,13839.218423072582,14617.145514022386,13102.692750631822,0.9,95.18837226396558,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,0,,internal_default,,0.0009668914801501737,,0.08726914537772162,0.009797471307346551,0.0012454458739732466,,31.070005997851133,48.26726363532532,19.999999999999982,0.9,1.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,1,,internal_default,,0.0,,0.0,0.0,0.0,,62.04115804080137,79.74567027716589,48.26726363532532,0.9,0.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,2,,internal_default,,0.0009620686894408055,,0.06897080627078778,0.009197059182549521,0.0012447134134033473,,95.6807360113951,114.80000371009025,79.74567027716589,0.9,1.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,3,,internal_default,,0.0009595707687668183,,0.06102847894897795,0.008899580847038109,0.0012443327676362795,,132.8925478326256,153.83648692246896,114.80000371009025,0.9,1.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,4,,internal_default,,0.0019138646200263648,,0.10722350813758268,0.017190016998489502,0.00248785951061599,,174.22138513818598,197.30748957342993,153.83648692246896,0.9,2.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,5,,internal_default,,0.0019082429298962528,,0.09336194966176281,0.016562238310044615,0.0024869986633681705,,220.18573768342424,245.71677022503872,197.30748957342993,0.9,2.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,6,,internal_default,,0.0,,0.0,0.0,0.0,,271.33552007714667,299.62531408868983,245.71677022503872,0.9,0.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,7,,internal_default,,0.001895752304588254,,0.06854161043678779,0.015242233026458475,0.0024850779325085604,,328.2721301869142,359.65783393574134,299.62531408868983,0.9,2.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,8,,internal_default,,0.0028331734751460666,,0.08644901890168447,0.02182262609543069,0.003726001781076545,,391.6601411572962,426.51000950742576,359.65783393574134,0.9,3.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,9,,internal_default,,0.0028218962135330337,,0.0716467748049862,0.02074855870493968,0.003724252771240057,,462.2369334140603,500.9565493170786,426.51000950742576,0.9,3.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,10,,internal_default,,0.002809746865984797,,0.05843723491438001,0.019643036030213133,0.0037223557955070002,,540.822128965883,583.8601682679283,500.9565493170786,0.9,3.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,11,,internal_default,,0.003729045191207308,,0.062440056946605274,0.024679604799210303,0.0049603943708288354,,628.3275372521083,676.1815851225036,583.8601682679283,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,12,,internal_default,,0.003711271450953821,,0.049075888924258564,0.023140672934693487,0.004957408626813643,,725.7679631618286,778.9906556781491,676.1815851225036,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,13,,internal_default,,0.003695099754239748,,0.037757726932078545,0.021592279985547684,0.004954160386323514,,834.2731048009164,893.4787706641346,778.9906556781491,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,14,,internal_default,,0.008293962224734221,,0.06384815269850178,0.04515797752944916,0.011138904497327854,,955.1007271246142,1020.9726620319176,893.4787706641346,0.9,9.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,15,,internal_default,,0.0036973929576584563,,0.02078529368835785,0.018638186395533086,0.004946772504154037,,1089.651288384257,1162.94977763112,1020.9726620319176,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,16,,internal_default,,0.004691395740901194,,0.01850141056264899,0.021742697773713678,0.006178218987314925,,1239.484201797112,1321.055402438827,1162.94977763112,0.9,5.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,17,,internal_default,,0.0077856694784558715,,0.02043762388924458,0.03292198052424446,0.009875999162579438,,1406.3359280729921,1497.1217247495472,1321.055402438827,0.9,8.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,18,,internal_default,,0.004169243723846522,,0.006819966209952395,0.015950774447272782,0.00493301008477045,,1592.1401126215692,1693.1890682721116,1497.1217247495472,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,19,,internal_default,,0.00695568796830496,,0.006578408120340645,0.023856448786068997,0.007391351922065985,,1799.050003290016,1911.5295361791561,1693.1890682721116,0.9,6.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,20,,internal_default,,0.006664425323457723,,0.003384620372840728,0.020285914184205264,0.00615203872642573,,2029.4634099536993,2154.6733411054515,1911.5295361791561,0.9,5.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,21,,internal_default,,0.006240548529139681,,0.0015988455352017059,0.01667355727587974,0.004915153258362354,,2286.0504961747515,2425.4381262171387,2154.6733411054515,0.9,4.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,22,,internal_default,,0.0036422812441076753,,0.00044954584717971514,0.008439240315024688,0.0024540424001404343,,2571.784725619831,2726.9616171356174,2425.4381262171387,0.9,2.0,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,23,,internal_default,,0.04445773145420406,,0.0025619769577733694,0.08815616067139899,0.026195732484624326,,2889.9773222733784,3062.7379830990285,2726.9616171356174,0.9,21.382651419201864,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,24,,internal_default,,0.054476285545963364,,0.0014342910222449143,0.09111561202204979,0.029121440346140955,,3244.3156440657726,3436.658328728339,3062.7379830990285,0.9,23.811706896638068,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,25,,internal_default,,0.06374539589106742,,0.0007530882097271574,0.0885157048097144,0.032368719737457724,,3638.905914797386,3853.0557856320793,3436.658328728339,0.9,26.516701517298067,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,26,,internal_default,,0.0709146648455585,,0.0003686006387819462,0.08034251572658627,0.035971781557283054,,4078.320809686421,4316.755726388418,3853.0557856320793,0.9,29.52898179074874,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,27,,internal_default,,0.07496691507027003,,0.0001670604206706642,0.06799111589615096,0.03996822768250421,,4567.652446074554,4833.131682803398,4316.755726388418,0.9,32.883455169925966,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,28,,internal_default,,0.0755478745385523,,6.960343006246951e-05,0.05371916263585459,0.04439933167528002,,5112.571393434344,5408.167616447384,4833.131682803398,0.9,36.61899457201373,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,29,,internal_default,,0.07307492363503598,,2.644602897128497e-05,0.03981924908212606,0.04931032977697454,,5719.392386557584,6048.527263084527,5408.167616447384,0.9,40.77888885263997,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,30,,internal_default,,0.0685798321262144,,9.083824018191083e-06,0.02793141790952405,0.05475071904245753,,6395.147503469621,6761.631354584867,6048.527263084527,0.9,45.41134445364735,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,31,,internal_default,,0.06336400850784975,,2.7938461960651907e-06,0.018768838579583096,0.0607745582992557,,7147.667656109318,7555.743613196125,6761.631354584867,0.9,50.570044037732885,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,32,,internal_default,,0.05861996754436626,,7.614062734667495e-07,0.012255749141411794,0.0674407661785691,,7985.673338139188,8440.066514709539,7555.743613196125,0.9,56.31476858362034,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,33,,internal_default,,0.05516313379568183,,1.8177559242001143e-07,0.007877942030336243,0.07481340871220492,,8918.87568152042,9424.847930259928,8440.066514709539,0.9,62.71209015084975,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,34,,internal_default,,0.05334233505744359,,3.7541750236526975e-08,0.005020277714141545,0.08296196686868487,,9958.08899294587,10521.49988256573,9424.847930259928,0.9,69.83614334219511,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,35,,internal_default,,0.053108353628957765,,6.615963930141616e-09,0.0031670694996495962,0.09196157185645198,,11115.35607425443,11742.730792801776,10521.49988256573,0.9,77.76948440372809,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,36,,internal_default,,0.054165395744110036,,9.80048774883552e-10,0.001960596664020757,0.10189319299192282,,12404.08777909383,13102.692750631822,11742.730792801776,0.9,86.60404791808347,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,cymbal_46cm_medium,37,,internal_default,,0.056125951680185145,,1.2004321086238388e-10,0.0011764321640982949,0.11284375935375177,,13839.218423072582,14617.145514022386,13102.692750631822,0.9,96.44221217748284,"flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled | AmplitudeLayer refused: fill_fraction=0.900 > 0.6 (vector mostly residual fill, not a measurement); using equipartition (internal_default)",,,,,,
plate,gong_50cm_bronze,0,,internal_default,,0.0,,0.0,0.0,0.0,,31.070005997851133,48.26726363532532,19.999999999999982,,0.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,1,,internal_default,,0.0015215055236040148,,0.11561188186782287,0.015682697767884408,0.0018466920490304416,,62.04115804080137,79.74567027716589,48.26726363532532,,1.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,2,,internal_default,,0.0,,0.0,0.0,0.0,,95.6807360113951,114.80000371009025,79.74567027716589,,0.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,3,,internal_default,,0.0015137728127998982,,0.09096392428305676,0.014703981691807692,0.0018455854008486846,,132.8925478326256,153.83648692246896,114.80000371009025,,1.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,4,,internal_default,,0.0015096105068408694,,0.07990917718713791,0.014200764034396908,0.0018449876558653577,,174.22138513818598,197.30748957342993,153.83648692246896,,1.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,5,,internal_default,,0.0,,0.0,0.0,0.0,,220.18573768342424,245.71677022503872,197.30748957342993,,0.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,6,,internal_default,,0.0030008548756517935,,0.11992917798499396,0.026292270961387247,0.0036873274457274187,,271.33552007714667,299.62531408868983,245.71677022503872,,2.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,7,,internal_default,,0.0029906478937207132,,0.10216236697007097,0.025183378769788062,0.003685849695111181,,328.2721301869142,359.65783393574134,299.62531408868983,,2.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,8,,internal_default,,0.0,,0.0,0.0,0.0,,391.6601411572962,426.51000950742576,359.65783393574134,,0.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,9,,internal_default,,0.002967792064000326,,0.07119377609410477,0.02285399223270661,0.0036825232619661107,,462.2369334140603,500.9565493170786,426.51000950742576,,2.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,10,,internal_default,,0.0044325218681302795,,0.08710163359153958,0.0324544320821468,0.005520971312201514,,540.822128965883,583.8601682679283,500.9565493170786,,3.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,11,,internal_default,,0.004412072104441814,,0.0698009279045272,0.030581928241829332,0.005517915909249166,,628.3275372521083,676.1815851225036,583.8601682679283,,3.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,12,,internal_default,,0.004391042854448034,,0.05486129821409454,0.028674948602867536,0.0055145945837313266,,725.7679631618286,778.9906556781491,676.1815851225036,,3.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,13,,internal_default,,0.005829212112974423,,0.056278496087398315,0.0356749935810229,0.007347975011403193,,834.2731048009164,893.4787706641346,778.9906556781491,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,14,,internal_default,,0.005815180858799638,,0.042296308053055114,0.03316021713055405,0.007342730196509665,,955.1007271246142,1020.9726620319176,893.4787706641346,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,15,,internal_default,,0.005832829760679471,,0.030980812791509767,0.030794208877784036,0.0073370173577676015,,1089.651288384257,1162.94977763112,1020.9726620319176,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,16,,internal_default,,0.007400920867762721,,0.02757664845223435,0.0359235154430442,0.009163489914273093,,1239.484201797112,1321.055402438827,1162.94977763112,,5.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,17,,internal_default,,0.006141149339656713,,0.015231302696738521,0.027197022377050996,0.0073240054217467284,,1406.3359280729921,1497.1217247495472,1321.055402438827,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,18,,internal_default,,0.0065771988940496314,,0.01016526875024639,0.02635403840630435,0.007316605036437387,,1592.1401126215692,1693.1890682721116,1497.1217247495472,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,19,,internal_default,,0.016459439496480904,,0.01470783382939942,0.059123815864651416,0.016444199921472186,,1799.050003290016,1911.5295361791561,1693.1890682721116,,9.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,20,,internal_default,,0.008410782150482134,,0.004035864653672564,0.02681328173925483,0.007299727631871471,,2029.4634099536993,2154.6733411054515,1911.5295361791561,,4.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,21,,internal_default,,0.017228382484903437,,0.004170433488445106,0.048209398733201646,0.01275770986015953,,2286.0504961747515,2425.4381262171387,2154.6733411054515,,7.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,22,,internal_default,,0.008618832247756326,,0.0010050829164234736,0.020915103287058832,0.005459727025472091,,2571.784725619831,2726.9616171356174,2425.4381262171387,,3.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
plate,gong_50cm_bronze,23,,internal_default,,0.016399833459632477,,0.000892935953169448,0.03405857839612514,0.0090852441614885,,2889.9773222733784,3062.7379830990285,2726.9616171356174,,5.0,flat-plate approximation: dome/curvature not modelled | linear modal regime: chaotic broadband regime at ff not modelled,,,,,,
