family,instrument,band_index,energy_w_bloom,energy_w_bloom_p05,energy_w_bloom_p25,energy_w_bloom_p50,energy_w_bloom_p75,energy_w_bloom_p95,energy_w_buildup,energy_w_buildup_p05,energy_w_buildup_p25,energy_w_buildup_p50,energy_w_buildup_p75,energy_w_buildup_p95,energy_w_decay,energy_w_decay_p05,energy_w_decay_p25,energy_w_decay_p50,energy_w_decay_p75,energy_w_decay_p95,energy_w_residue,energy_w_residue_p05,energy_w_residue_p25,energy_w_residue_p50,energy_w_residue_p75,energy_w_residue_p95,energy_w_shimmer,energy_w_shimmer_p05,energy_w_shimmer_p25,energy_w_shimmer_p50,energy_w_shimmer_p75,energy_w_shimmer_p95,energy_w_strike,energy_w_strike_p05,energy_w_strike_p25,energy_w_strike_p50,energy_w_strike_p75,energy_w_strike_p95,f_centre_hz,f_hi_hz,f_lo_hz,mc_n_draws,mc_seed,modes_per_band,modes_per_band_p05,modes_per_band_p25,modes_per_band_p50,modes_per_band_p75,modes_per_band_p95
plate,cymbal_16in_thin,31,,,,,,,0.06012091305591499,0.05540372678555295,0.05786931548357155,0.06012091305591499,0.06442988250140096,0.07105872540973476,,,,,,,2.0889913464554136e-06,3.352189072545735e-13,2.537416845359474e-08,2.0889913464554136e-06,8.870913093368964e-05,0.0020522493824370954,0.01704847274900349,0.0005453740552264537,0.00714732992028856,0.01704847274900349,0.03161153880340509,0.04933878230335829,0.058467404701158354,0.054978339392979345,0.05628417612468662,0.058467404701158354,0.062050126969262355,0.06572163155128466,7147.667656109318,7555.743613196125,6761.631354584867,400,20260803,59.06991492396686,48.53399693875888,53.97717216514542,59.06991492396686,64.36769738458344,72.16405405590866
plate,cymbal_16in_thin,32,,,,,,,0.05557728857356347,0.04954886091570848,0.05347977175072939,0.05557728857356347,0.05955610603373689,0.06611473825422996,,,,,,,6.443941289990831e-07,7.535759920493183e-15,3.453643972540178e-09,6.443941289990831e-07,3.9611857378371395e-05,0.0013402595090317969,0.010995015172800701,0.00018214000755594642,0.0038434402048683532,0.010995015172800701,0.024122321827553403,0.04063158042201763,0.06490315772467031,0.06096654484860719,0.06244588060620795,0.06490315772467031,0.06871147447475692,0.072929515730388,7985.673338139188,8440.066514709539,7555.743613196125,400,20260803,65.78021934715457,54.047427840975956,60.10894427954845,65.78021934715457,71.67982649508144,80.36184428042185
plate,cymbal_16in_thin,33,,,,,,,0.05251178810109557,0.04418482986175969,0.04991754870202679,0.05251178810109557,0.05628684333558347,0.06319179481191152,,,,,,,1.5960709228589506e-07,1.2900611127347205e-16,3.9687371699479873e-10,1.5960709228589506e-07,1.694404939855917e-05,0.000840639571179655,0.00715480271518504,5.0407307582467865e-05,0.0020587739295159797,0.00715480271518504,0.018169659724131842,0.03426219834104703,0.07197856076703274,0.06756856485846643,0.06910403784777622,0.07197856076703274,0.07626061920271145,0.08076198724357186,8918.87568152042,9424.847930259928,8440.066514709539,400,20260803,73.25281004601845,60.18718095506259,66.9372817706625,73.25281004601845,79.8226087794718,89.49089821294577
plate,cymbal_16in_thin,34,,,,,,,0.05085286799253824,0.04034088919605665,0.04768088571067776,0.05085286799253824,0.05464578621875258,0.06203831694265005,,,,,,,3.252558087708094e-08,1.3470151398841482e-18,3.3257405680186797e-11,3.252558087708094e-08,6.843004009888455e-06,0.0005061790437022041,0.004619260786568019,1.3762139744137174e-05,0.001069945554823167,0.004619260786568019,0.013904099300257091,0.029064927301966716,0.07972912000924579,0.0747740229965656,0.07654853107483484,0.07972912000924579,0.08452728309769422,0.08930876565623572,9958.08899294587,10521.49988256573,9424.847930259928,400,20260803,81.57428225222401,67.02440608230043,74.54131401821166,81.57428225222401,88.89040590517808,99.65700681300589
plate,cymbal_16in_thin,35,,,,,,,0.051045633699011536,0.03795154403774972,0.046423323749104274,0.051045633699011536,0.055128200530720615,0.06251900709399506,,,,,,,5.945001504424273e-09,5.740370708184166e-21,2.332948767409186e-12,5.945001504424273e-09,2.767472146129035e-06,0.0002924191109288868,0.0029270457876416564,2.988403502074665e-06,0.000538316260869095,0.0029270457876416564,0.010608470701623192,0.025239482987868968,0.08843652198401131,0.08268036397279738,0.08462097803342959,0.08843652198401131,0.09353597773742905,0.09924443503458669,11115.35607425443,11742.730792801776,10521.49988256573,400,20260803,90.8410683601796,74.63833559573482,83.00915944867376,90.8410683601796,98.98829896448453,110.97797882523614
plate,cymbal_16in_thin,36,,,,,,,0.05237599414899212,0.035652824576444614,0.04646064552945085,0.05237599414899212,0.057222564965338604,0.06530001945121762,,,,,,,9.62029884565361e-10,1.1316704165350948e-23,1.235996943927833e-13,9.62029884565361e-10,9.935144369282915e-07,0.00016161229609237373,0.0017924671260157164,6.191584080514737e-07,0.00024566672793240155,0.0017924671260157164,0.008116235130941164,0.02273447818248476,0.09783787205869768,0.09102137913744981,0.09385918761957629,0.09783787205869768,0.10360030767932711,0.11025282307400439,12404.08777909383,13102.692750631822,11742.730792801776,400,20260803,101.16055542240107,83.11720261513196,92.43894668521362,101.16055542240107,110.23330619431022,123.58500599204267
plate,cymbal_16in_thin,37,,,,,,,0.054421777816806335,0.03373000832220099,0.04728216706811628,0.054421777816806335,0.06007858623626394,0.06927652188058446,,,,,,,1.1072145872850728e-10,7.572785924940668e-27,3.3463352863123316e-15,1.1072145872850728e-10,3.1966824501217847e-07,8.518957923261149e-05,0.0010776635569880169,1.081997159192914e-07,9.891734108209279e-05,0.0010776635569880169,0.006300132034343366,0.020356068291683894,0.10833904138436268,0.0999548768272951,0.10389178301583639,0.10833904138436268,0.11459377755210269,0.12216414837218582,13839.218423072582,14617.145514022386,13102.692750631822,400,20260803,112.65232959165263,92.55926348603847,102.93995169961201,112.65232959165263,122.75573902818982,137.62418335357447
plate,cymbal_18in_medium,0,,,,,,,0.0009333563904820989,0.000724106748516125,0.0008356457492760786,0.0009333563904820989,0.0010494005272514504,0.0012459412638134075,,,,,,,0.05979658713475969,0.03485710097388127,0.04698355376496297,0.05979658713475969,0.0734511503018219,0.10352265504505224,0.007885180240826736,0.0033565979094435272,0.005507097699391932,0.007885180240826736,0.010996635794514258,0.01745727472771672,0.0011988386591942068,0.0009868646467237475,0.0011022141275737459,0.0011988386591942068,0.0013092257964912196,0.0014780413163927766,31.070005997851133,48.26726363532532,19.999999999999982,400,20260803,1.0,1.0,1.0,1.0,1.0,1.0
plate,cymbal_18in_medium,1,,,,,,,0.0008369684162055914,0.0,0.0,0.0008369684162055914,0.0009740901512977774,0.001207348752770494,,,,,,,0.04098213670530765,0.0,0.0,0.04098213670530765,0.05233051672368532,0.07316658736793916,0.005521806950668421,0.0,0.0,0.005521806950668421,0.008728073167184401,0.013882942132744741,0.0011022742973069949,0.0,0.0,0.0011022742973069949,0.0012460394184857164,0.0014130493322087711,62.04115804080137,79.74567027716589,48.26726363532532,400,20260803,1.0,0.0,0.0,1.0,1.0,1.0
plate,cymbal_18in_medium,2,,,,,,,0.0011447076332431823,0.0,0.0,0.0011447076332431823,0.001735946137001812,0.0022464409495984534,,,,,,,0.06015436023547838,0.0,0.0,0.06015436023547838,0.0763501617419637,0.10345595973488798,0.008627410346734067,0.0,0.0,0.008627410346734067,0.014243364952491847,0.02424950389377694,0.0013997667391831687,0.0,0.0,0.0013997667391831687,0.0022625366342559844,0.002664003281843496,95.6807360113951,114.80000371009025,79.74567027716589,400,20260803,1.0,0.0,0.0,1.0,2.0,2.0
plate,cymbal_18in_medium,3,,,,,,,0.0018027213439360135,0.0,0.0015635666311646962,0.0018027213439360135,0.0020143846068808573,0.002448507860965088,,,,,,,0.07807608845405342,0.0,0.05924295342374668,0.07807608845405342,0.09876946508276718,0.12410715320008026,0.01275638196797551,0.0,0.007979970956122729,0.01275638196797551,0.018946050867449583,0.03241256586484607,0.002349712569819291,0.0,0.0020847230626588856,0.002349712569819291,0.002570471963413316,0.002928614585993907,132.8925478326256,153.83648692246896,114.80000371009025,400,20260803,2.0,0.0,2.0,2.0,2.0,2.0
plate,cymbal_18in_medium,4,,,,,,,0.00192252270427416,0.0,0.0016038294304705257,0.00192252270427416,0.0023958668286000583,0.003109114425695984,,,,,,,0.0749216434999358,0.0,0.06092883812914603,0.0749216434999358,0.08701085992270527,0.10181442857689184,0.013327611621053354,0.0,0.007743870742253868,0.013327611621053354,0.01992478213128756,0.030178239707421034,0.0025162387329816776,0.0,0.002124795932186841,0.0025162387329816776,0.0030337244963228615,0.003737778819754361,174.22138513818598,197.30748957342993,153.83648692246896,400,20260803,2.0,0.0,2.0,2.0,3.0,3.0
plate,cymbal_18in_medium,5,,,,,,,0.002476420802848369,0.0,0.0019542207928705175,0.002476420802848369,0.0028838378835839363,0.003518915527334951,,,,,,,0.07874726229670752,0.0,0.06266063826479949,0.07874726229670752,0.09508351643864492,0.11304563558714364,0.015858584310386604,0.0,0.009108902815756208,0.015858584310386604,0.0243256585349357,0.03593593719425761,0.00328517530230957,0.0,0.00252405311338253,0.00328517530230957,0.003719614427746495,0.00423195875183139,220.18573768342424,245.71677022503872,197.30748957342993,400,20260803,3.0,0.0,2.0,3.0,3.0,3.0
plate,cymbal_18in_medium,6,,,,,,,0.0028937249650168168,0.0,0.0024948759929543213,0.0028937249650168168,0.0033588218889047923,0.004214111791715085,,,,,,,0.08289905660853038,0.0,0.07135563966790716,0.08289905660853038,0.094778320474079,0.11866020800285196,0.019267651198580767,0.0,0.012829627497301157,0.019267651198580767,0.02790612769562466,0.04507537865435483,0.003799494694181423,0.0,0.0033453368806057636,0.003799494694181423,0.00424450238466538,0.0049681883300120334,271.33552007714667,299.62531408868983,245.71677022503872,400,20260803,3.0,0.0,3.0,3.0,4.0,4.0
plate,cymbal_18in_medium,7,,,,,,,0.0032292561737541385,0.0,0.002722374054344982,0.0032292561737541385,0.0037861580460386767,0.004811803953774662,,,,,,,0.07935823213920609,0.0,0.06805621105727859,0.07935823213920609,0.08927368937564331,0.10127393423456997,0.020877991217559545,0.0,0.012900939854145723,0.020877991217559545,0.030067011486496466,0.044105743475478305,0.004227331565379058,0.0,0.0036199337854379908,0.004227331565379058,0.004813886148112069,0.005651076974618271,328.2721301869142,359.65783393574134,299.62531408868983,400,20260803,4.0,0.0,3.0,4.0,4.0,4.0
plate,cymbal_18in_medium,8,,,,,,,0.0037442965921302253,0.0,0.003201640696152884,0.0037442965921302253,0.004421540759276931,0.006803623344152816,,,,,,,0.07622665947152613,0.0,0.06886046289855462,0.07622665947152613,0.08729042274919971,0.12130298854272716,0.02396445549396775,0.0,0.014777464221964577,0.02396445549396775,0.03363386190634446,0.05059893544712362,0.005014223729488262,0.0,0.004355321977907965,0.005014223729488262,0.00556599128350099,0.007959429370759543,391.6601411572962,426.51000950742576,359.65783393574134,400,20260803,4.0,0.0,4.0,4.0,5.0,9.0
plate,cymbal_18in_medium,9,,,,,,,0.004140173660293678,0.0,0.003558537667917578,0.004140173660293678,0.005009537485945107,0.009490327124269428,,,,,,,0.07196384625610944,0.0,0.06436021590329946,0.07196384625610944,0.08136620227336111,0.1324412962692249,0.02565329461230162,0.0,0.016509810926487185,0.02565329461230162,0.03826616587341003,0.062347879031203306,0.005469359483057764,0.0,0.004771063033790352,0.005469359483057764,0.006346358455996473,0.012467201927136858,462.2369334140603,500.9565493170786,426.51000950742576,400,20260803,5.0,0.0,4.0,5.0,5.0,11.0
plate,cymbal_18in_medium,10,,,,,,,0.00458186602483217,0.0031695224225745024,0.004051764661341674,0.00458186602483217,0.005475275460170953,0.009355072411733596,,,,,,,0.06502310276035844,0.049475995957468245,0.05911111626943341,0.06502310276035844,0.07215664011158346,0.11469753410434085,0.027720760040267647,0.009793966791356915,0.018602021073125037,0.027720760040267647,0.03754768347963311,0.0607955995388228,0.006171168728648719,0.004281080062096606,0.005357182803376081,0.006171168728648719,0.0069257341069993384,0.012654986604729596,540.822128965883,583.8601682679283,500.9565493170786,400,20260803,5.0,4.0,5.0,5.0,6.0,11.0
plate,cymbal_18in_medium,11,,,,,,,0.005212966586608454,0.0036175564324318473,0.004505481422088975,0.005212966586608454,0.006462960155317066,0.01065628410260368,,,,,,,0.06057692094664309,0.04244588448424067,0.051528310024242296,0.06057692094664309,0.07123725368004633,0.10646325759003326,0.0305102861336534,0.010909196652747703,0.020611467572561236,0.0305102861336534,0.042021419525720444,0.06964293227673689,0.006788287899660642,0.005172111826736895,0.006143600288450141,0.006788287899660642,0.007883875019547022,0.01423572890981336,628.3275372521083,676.1815851225036,583.8601682679283,400,20260803,6.0,5.0,5.0,6.0,6.0,12.0
plate,cymbal_18in_medium,12,,,,,,,0.005344616232006204,0.003677074372534761,0.004558268133816544,0.005344616232006204,0.00673833547011317,0.010342424379484794,,,,,,,0.051869942804046415,0.027196133751418747,0.03978350834707605,0.051869942804046415,0.05909147082378784,0.07660537989445637,0.029007528785940567,0.011354838674316664,0.01985101629058426,0.029007528785940567,0.039236668736337944,0.06404015989041531,0.007023051436314102,0.005156877026465041,0.0060965681707986115,0.007023051436314102,0.008444448805310124,0.013644765697217988,725.7679631618286,778.9906556781491,676.1815851225036,400,20260803,6.0,5.0,5.0,6.0,6.0,12.0
plate,cymbal_18in_medium,13,,,,,,,0.005512605066869461,0.0030963735071309812,0.004595698973037883,0.005512605066869461,0.006843926921989081,0.010315197140153203,,,,,,,0.04104251180168179,0.01649286438130246,0.028438516276322136,0.04104251180168179,0.05021497943036622,0.07111063775408596,0.02723500481427061,0.00960179042465331,0.018300844273997814,0.02723500481427061,0.037772675814131476,0.06055457800210864,0.007385714541078449,0.004411235354332102,0.006219621956518502,0.007385714541078449,0.008843844283254486,0.013227042602414826,834.2731048009164,893.4787706641346,778.9906556781491,400,20260803,6.0,4.0,5.0,6.0,8.0,11.0
plate,cymbal_18in_medium,14,,,,,,,0.0053668665146882994,0.00296415611314201,0.004403002075705339,0.0053668665146882994,0.006557107199589082,0.009723513620800232,,,,,,,0.028534480002178224,0.010816877520613765,0.01966441941484343,0.028534480002178224,0.03815479577307086,0.05435274988216373,0.024007348343498575,0.010761908424026637,0.016778174751882147,0.024007348343498575,0.033605554039595406,0.055104890628881686,0.0072207201922068025,0.004150304626405268,0.006021865090983457,0.0072207201922068025,0.008456395007449527,0.01279302934290316,955.1007271246142,1020.9726620319176,893.4787706641346,400,20260803,6.0,4.0,5.0,6.0,7.0,11.0
plate,cymbal_18in_medium,15,,,,,,,0.0048451021847296626,0.0025796845294086164,0.0038621754854879548,0.0048451021847296626,0.0062777011531677685,0.00887253884087566,,,,,,,0.01837419451463759,0.006270811872074286,0.01197924355518939,0.01837419451463759,0.02726659461708256,0.04193374962381281,0.020187720167883,0.00795627097219507,0.013736285832162,0.020187720167883,0.028948533465759888,0.04399504841022478,0.0063688404471861585,0.003503157120070251,0.005187250598357011,0.0063688404471861585,0.007943006375063564,0.011623659219309175,1089.651288384257,1162.94977763112,1020.9726620319176,400,20260803,5.0,3.0,5.0,5.0,6.0,10.0
plate,cymbal_18in_medium,16,,,,,,,0.004183713854956578,0.0017964034364049406,0.003218436007618825,0.004183713854956578,0.005656877176540122,0.009539363848282629,,,,,,,0.011344998014733262,0.0031650309546850134,0.006136596658119699,0.011344998014733262,0.017743020245067437,0.029572105018652733,0.015847288663780004,0.005454528058162523,0.010319372890919323,0.015847288663780004,0.024051042492953093,0.0423312377419702,0.005640360256069,0.0023743890802919265,0.004177862863342502,0.005640360256069,0.007257414008268125,0.011802395495624679,1239.484201797112,1321.055402438827,1162.94977763112,400,20260803,5.0,2.0,4.0,5.0,6.0,10.0
plate,cymbal_18in_medium,17,,,,,,,0.004641194136109503,0.001883755069098793,0.0031001503335418776,0.004641194136109503,0.007093305013716153,0.010216727315853928,,,,,,,0.00857120507064121,0.00135181640302746,0.004224137419881153,0.00857120507064121,0.014987686029891537,0.02650180075845118,0.01615660303614362,0.005842744730898686,0.009805592119011362,0.01615660303614362,0.02449636169682374,0.037558615161546016,0.005817293800092525,0.002292211897338307,0.0038856272630512227,0.005817293800092525,0.00909779600601422,0.012506404415907257,1406.3359280729921,1497.1217247495472,1321.055402438827,400,20260803,5.0,2.0,3.0,5.0,7.25,11.635187681839742
plate,cymbal_18in_medium,18,,,,,,,0.004591933130969447,0.0018681107203997757,0.0031428097983686107,0.004591933130969447,0.010848408225208392,0.012849084269598741,,,,,,,0.005810761622435543,0.0006928571031526534,0.0027807198933373425,0.005810761622435543,0.010949208571154532,0.021415340899600732,0.015619653911568759,0.0051082463182725284,0.009756212387130064,0.015619653911568759,0.027008436642555332,0.04086833692372126,0.005297762264259709,0.00228527125906634,0.0037756841334998167,0.005297762264259709,0.013659905636169414,0.014208558791149507,1592.1401126215692,1693.1890682721116,1497.1217247495472,400,20260803,4.0,2.0,3.0,4.0,10.657732146144516,13.78638383227907
plate,cymbal_18in_medium,19,,,,,,,0.006728566754150603,0.0019438024954467675,0.0034752933546598223,0.006728566754150603,0.014359549115254519,0.01655781796157228,,,,,,,0.004661429993612678,0.0005952434241227971,0.001941230673433669,0.004661429993612678,0.0088781566633094,0.019101060569355736,0.02016707472545279,0.005326596728522453,0.010142113608944897,0.02016707472545279,0.03670789914943071,0.04518677526764271,0.00690431816003448,0.0021797913477434316,0.0037320605837957454,0.00690431816003448,0.015557467423996633,0.01605666523593001,1799.050003290016,1911.5295361791561,1693.1890682721116,400,20260803,6.0,2.0,3.0,6.0,13.237315423398467,15.636088439703814
plate,cymbal_18in_medium,20,,,,,,,0.017430951998823017,0.0022390601129934893,0.004179761358169604,0.017430951998823017,0.019122373918429886,0.02180578514234362,,,,,,,0.003390625910833045,0.0002694331577129907,0.001305920129005684,0.003390625910833045,0.0076202353376612995,0.01818278110664264,0.03522207055721245,0.005064981820164818,0.010573970488190804,0.03522207055721245,0.04487243600110523,0.05208099355035753,0.017036350669444034,0.0021085480047620276,0.003761095646681788,0.017036350669444034,0.017547675706379846,0.018164152155189024,2029.4634099536993,2154.6733411054515,1911.5295361791561,400,20260803,12.980151110516882,2.0,3.0,12.980151110516882,15.552661993956498,17.8294537609246
plate,cymbal_18in_medium,21,,,,,,,0.023482932660066264,0.0024283430787377424,0.005693535091761027,0.023482932660066264,0.02554797507511458,0.028580825600315208,,,,,,,0.0024897962085869965,0.0001103656734863468,0.0008031943552281472,0.0024897962085869965,0.005962373115809674,0.015615208122403327,0.045384072289794235,0.004783912455768867,0.013072507874538715,0.045384072289794235,0.051919445766833286,0.06049545664945599,0.01926059710262347,0.0020751120986716646,0.004205057431545693,0.01926059710262347,0.01976026941769852,0.020418023280024,2286.0504961747515,2425.4381262171387,2154.6733411054515,400,20260803,15.481667823098768,2.0,3.75,15.481667823098768,17.804629360914568,20.37309759501138
plate,cymbal_18in_medium,22,,,,,,,0.031756177986865614,0.002081504879853165,0.029993824626959865,0.031756177986865614,0.0340341043742905,0.03833831748414159,,,,,,,0.0019665515486288147,4.382130700086671e-05,0.0005027840857603486,0.0019665515486288147,0.005752093447837376,0.015837356763218954,0.054607742747588506,0.004281615653454059,0.046326372138260366,0.054607742747588506,0.06102039534592872,0.07466374091700229,0.021711750981303443,0.001352905200677232,0.021140967990339772,0.021711750981303443,0.022469012706819103,0.02325607577121211,2571.784725619831,2726.9616171356174,2425.4381262171387,400,20260803,18.223634700127455,1.0,15.999663411140695,18.223634700127455,20.23102855210186,22.850851429153412
plate,cymbal_18in_medium,23,,,,,,,0.04142123270222578,0.036393362875471305,0.03925818594025601,0.04142123270222578,0.04384336501431498,0.04902667885843577,,,,,,,0.0014484781747259754,1.3797463457095255e-05,0.00035874496302907525,0.0014484781747259754,0.005209266649010678,0.01634824049333496,0.062369344007375135,0.021961538367368447,0.0567652201762426,0.062369344007375135,0.06993539723544914,0.08375394600124328,0.02448396104015505,0.022977703034148544,0.023891465519585292,0.02448396104015505,0.025430943814716528,0.026267882761375424,2889.9773222733784,3062.7379830990285,2726.9616171356174,400,20260803,20.76795188820652,15.746665730018613,18.82711576383938,20.76795188820652,22.94009092656565,25.773786186347124
plate,cymbal_18in_medium,24,,,,,,,0.05127457554322261,0.046622367436789075,0.04879770793112137,0.05127457554322261,0.0540246478369659,0.06075402463013548,,,,,,,0.0009300282846100132,6.179769410632294e-06,0.0001787747732272061,0.0009300282846100132,0.003921410841757645,0.013474241796637993,0.06752091700228663,0.03678790933286385,0.059128227478840896,0.06752091700228663,0.07602390350981403,0.08832156666334344,0.027383680564644856,0.026004022776812546,0.026649988234641493,0.027383680564644856,0.028520478008271476,0.02970350973843064,3244.3156440657726,3436.658328728339,3062.7379830990285,400,20260803,23.493764740975777,19.303334150491548,21.468237864628207,23.493764740975777,25.600841667340095,28.701671755018708
plate,cymbal_18in_medium,25,,,,,,,0.059962951099047826,0.054935369006582746,0.0573536683083309,0.059962951099047826,0.06292227439333044,0.07024293430852119,,,,,,,0.0004761971810872424,1.3004776775715326e-06,7.158211048420442e-05,0.0004761971810872424,0.002503943265385127,0.010822753201005647,0.06721847238526588,0.028358018867975034,0.05528681499756299,0.06721847238526588,0.07637054923957261,0.08750638130404641,0.030432159821144215,0.02891671824668265,0.029613369156836267,0.030432159821144215,0.03168844842139286,0.03297921342627207,3638.905914797386,3853.0557856320793,3436.658328728339,400,20260803,26.162641336813753,21.496180520747107,23.90701590733407,26.162641336813753,28.509080849651742,31.96216324512
plate,cymbal_18in_medium,26,,,,,,,0.0666314004790218,0.06157952914458238,0.06395827260453427,0.0666314004790218,0.06995132302356999,0.07650201078911106,,,,,,,0.00022824350859551804,2.2292509966453693e-07,2.5429448205541383e-05,0.00022824350859551804,0.0015686117154710443,0.008127301413562358,0.06371248266921228,0.019687750374516116,0.04694516130362624,0.06371248266921228,0.07289522005131319,0.08591624524433802,0.033790522531832415,0.03215166743883242,0.03291012135689146,0.033790522531832415,0.035198037224012546,0.036577648783467975,4078.320809686421,4316.755726388418,3853.0557856320793,400,20260803,29.134700601003846,23.938132831253753,26.62283757043781,29.134700601003846,31.74769413651152,35.59304447585218
plate,cymbal_18in_medium,27,,,,,,,0.07028286965184187,0.0656742488715695,0.06781708747643095,0.07028286965184187,0.07327417731620309,0.07894733568298379,,,,,,,0.00010872342103974235,3.035669435873666e-08,8.153449843299273e-06,0.00010872342103974235,0.0009135659707147898,0.006490832895375319,0.054111356048823715,0.011861943654239093,0.03720630430516852,0.054111356048823715,0.06726318984431277,0.08089535177706986,0.03751460577033743,0.035742976111671605,0.03659305377134013,0.03751460577033743,0.03910982459574044,0.04066784349161068,4567.652446074554,4833.131682803398,4316.755726388418,400,20260803,32.444383890083074,26.65748935694359,29.64717483140533,32.444383890083074,35.354211814156386,39.63639148402851
plate,cymbal_18in_medium,28,,,,,,,0.07070962788520244,0.0667564851933956,0.06859082744835493,0.07070962788520244,0.07351191826006598,0.07824598222371813,,,,,,,4.321123909121577e-05,3.1929725511717224e-09,2.1151639545587347e-06,4.321123909121577e-05,0.0005434741312119939,0.004727358104578766,0.043190745313209204,0.006404035036460592,0.026952984761506642,0.043190745313209204,0.05852680988182498,0.07281594781151572,0.041652192711654545,0.0397241717508385,0.04061180713297507,0.041652192711654545,0.04341336231823101,0.04520017283588071,5112.571393434344,5408.167616447384,4833.131682803398,400,20260803,36.13004507658484,29.68576303861773,33.01507486414233,36.13004507658484,39.370427585250965,44.13906011723764
plate,cymbal_18in_medium,29,,,,,,,0.06783582220690845,0.06507739400095314,0.0663790769123401,0.06783582220690845,0.0709533667639855,0.07498631618766675,,,,,,,1.6630456316705577e-05,2.3808784241263267e-10,5.273306616035725e-07,1.6630456316705577e-05,0.00029586240934276556,0.003324469864710055,0.032192007306387355,0.00305834977757428,0.01774599834052853,0.032192007306387355,0.04862121821658689,0.06297012754231451,0.046293618239183695,0.044110945740368876,0.045121307843041504,0.046293618239183695,0.048220921982595435,0.05015514641179537,5719.392386557584,6048.527263084527,5408.167616447384,400,20260803,40.23439500834728,33.05804666692765,36.765566179017355,40.23439500834728,43.842882890259865,49.15322901728283
plate,cymbal_18in_medium,30,,,,,,,0.06361658644370244,0.06084490930356074,0.06203174858389388,0.06361658644370244,0.06638618088871773,0.06997521280641104,,,,,,,5.719782856154279e-06,9.064106992284663e-12,1.2825721243154728e-07,5.719782856154279e-06,0.0001487200966582273,0.002535998030844274,0.022400113196455816,0.0012933410663438542,0.01098686709553826,0.022400113196455816,0.03805499819373771,0.052589556233422256,0.051359550368365106,0.048984010316181444,0.05005114226693441,0.051359550368365106,0.05345005719275439,0.05569371256412119,6395.147503469621,6761.631354584867,6048.527263084527,400,20260803,44.80499645810933,36.81341955101883,40.94211090012664,44.80499645810933,48.823406247412265,54.7370042861857
plate,cymbal_18in_medium,31,,,,,,,0.05870355745022711,0.0543527181783827,0.057237906474761846,0.05870355745022711,0.061366296276746723,0.06488230854576192,,,,,,,1.8525843488393858e-06,3.012833051483469e-13,2.1255889758960536e-08,1.8525843488393858e-06,7.113934947949947e-05,0.0017190778205680578,0.015251965678544685,0.0004811793321042099,0.006276847089723158,0.015251965678544685,0.029002230630062055,0.04377545891826978,0.056986289771029666,0.0544227696696716,0.05550374503857772,0.056986289771029666,0.05935198034474922,0.061731787565379864,7147.667656109318,7555.743613196125,6761.631354584867,400,20260803,49.894815299067204,40.99540038447451,45.59310842096977,49.894815299067204,54.369713861344515,60.95509284186498
plate,cymbal_18in_medium,32,,,,,,,0.05446697297664961,0.04832372242512878,0.05260908830216182,0.05446697297664961,0.056735402143039,0.06038223378620875,,,,,,,5.565078589823146e-07,7.245600888412947e-15,2.9182556235976717e-09,5.565078589823146e-07,3.315451247193145e-05,0.0011156957227877553,0.00994238849753111,0.00014810833792372542,0.0034737178193718675,0.00994238849753111,0.021821621413639233,0.03599863128959685,0.06323915498693414,0.060433063134153614,0.06151891170374746,0.06323915498693414,0.06589490717886007,0.06845524042691865,7985.673338139188,8440.066514709539,7555.743613196125,400,20260803,55.56283429361666,45.65245155653698,50.7724562750832,55.56283429361666,60.54607846049518,67.87955226658352
plate,cymbal_18in_medium,33,,,,,,,0.051506361331151565,0.0435026354009375,0.04871026654142603,0.051506361331151565,0.05377881208961601,0.05765164598545645,,,,,,,1.3800626264945187e-07,1.242936088091015e-16,3.3340391655456253e-10,1.3800626264945187e-07,1.4142693410739834e-05,0.0006983146393083985,0.006462052300998207,4.464499035599045e-05,0.0018304034950103274,0.006462052300998207,0.01626029868276257,0.03089605158540646,0.07014380087084844,0.06679858809598425,0.0681836993935517,0.07014380087084844,0.07303459938133697,0.07600469221155545,8918.87568152042,9424.847930259928,8440.066514709539,400,20260803,61.87473660810711,50.83854075276385,56.5401747212223,61.87473660810711,67.42407411400389,75.59062583770346
plate,cymbal_18in_medium,34,,,,,,,0.04998700122971883,0.03965898351179777,0.0464535598222695,0.04998700122971883,0.05264672891065701,0.056727518725304085,,,,,,,2.6531169207579048e-08,1.297987907927946e-18,2.8496783958315115e-11,2.6531169207579048e-08,6.135016443919788e-06,0.00042045795746357165,0.004098426481369233,1.248779980914073e-05,0.0009107900910853754,0.004098426481369233,0.012350173507056141,0.02701365319732819,0.07775298014695962,0.07389575679749412,0.0755238958316889,0.07775298014695962,0.08091848681787843,0.08436492249046527,9958.08899294587,10521.49988256573,9424.847930259928,400,20260803,68.90366697442606,56.6137663531525,62.963102281012624,68.90366697442606,75.08340565932421,84.17767241739057
