family,instrument,band_index,energy_w_bloom,energy_w_bloom_p05,energy_w_bloom_p25,energy_w_bloom_p50,energy_w_bloom_p75,energy_w_bloom_p95,energy_w_buildup,energy_w_buildup_p05,energy_w_buildup_p25,energy_w_buildup_p50,energy_w_buildup_p75,energy_w_buildup_p95,energy_w_decay,energy_w_decay_p05,energy_w_decay_p25,energy_w_decay_p50,energy_w_decay_p75,energy_w_decay_p95,energy_w_residue,energy_w_residue_p05,energy_w_residue_p25,energy_w_residue_p50,energy_w_residue_p75,energy_w_residue_p95,energy_w_shimmer,energy_w_shimmer_p05,energy_w_shimmer_p25,energy_w_shimmer_p50,energy_w_shimmer_p75,energy_w_shimmer_p95,energy_w_strike,energy_w_strike_p05,energy_w_strike_p25,energy_w_strike_p50,energy_w_strike_p75,energy_w_strike_p95,f_centre_hz,f_hi_hz,f_lo_hz,mc_n_draws,mc_seed,modes_per_band,modes_per_band_p05,modes_per_band_p25,modes_per_band_p50,modes_per_band_p75,modes_per_band_p95
plate,cymbal_16in_thin,17,,,,,,,0.0042354187304054205,0.0015748332507551663,0.003017148523097348,0.0042354187304054205,0.006622468344571272,0.010565814304843086,,,,,,,0.009185623809020955,0.0016822051162940937,0.0044266084923985875,0.009185623809020955,0.016807042481640045,0.025569735148025248,0.01706484595991358,0.005065696029641224,0.010239899863741873,0.01706484595991358,0.026854751574930513,0.040688760734907854,0.005405206358966484,0.0019485525972273657,0.0037621526941793056,0.005405206358966484,0.007959528700657406,0.01269517952457243,1406.3359280729921,1497.1217247495472,1321.055402438827,400,20260803,5.0,2.0,4.0,5.0,7.0,14.271202864078974
plate,cymbal_16in_thin,18,,,,,,,0.004739449108630905,0.001614615579297263,0.00300333347778686,0.004739449108630905,0.010933476231599022,0.01314432787021918,,,,,,,0.006914437786718365,0.0006935111937745711,0.0029940186107895606,0.006914437786718365,0.012734177244317734,0.025003295837529048,0.017865098456060588,0.004735340671405918,0.010000329110388641,0.017865098456060588,0.029469425211567608,0.04392183985231018,0.005415869768538039,0.0019621747188636957,0.0036276867018180075,0.005415869768538039,0.01379146053623465,0.014371567894837458,1592.1401126215692,1693.1890682721116,1497.1217247495472,400,20260803,5.0,2.0,4.0,5.0,12.770561257198084,16.32154594020717
plate,cymbal_16in_thin,19,,,,,,,0.005527896704148173,0.0017885282881629845,0.0034450951558810724,0.005527896704148173,0.01416076709890978,0.016691857422119306,,,,,,,0.004879446492686797,0.00048824195995070686,0.0019079140453965174,0.004879446492686797,0.009382133915231287,0.021903398961608762,0.019492375616133574,0.0047618791281731155,0.0103962694243796,0.019492375616133574,0.03694837126975366,0.048508953142883844,0.005526010802322623,0.0019133323559689464,0.003617410300615193,0.005526010802322623,0.015626818090823835,0.016212920967024615,1799.050003290016,1911.5295361791561,1693.1890682721116,400,20260803,5.0,2.0,3.0,5.0,15.47397634918585,18.365004993090878
plate,cymbal_16in_thin,20,,,,,,,0.010530015103428138,0.001956135942940448,0.003700009236885132,0.010530015103428138,0.018932633745018912,0.02166894844794994,,,,,,,0.0033380764988892543,0.00022404405175475842,0.0013337610068656013,0.0033380764988892543,0.007830325169311904,0.01900281126856101,0.027272515477641028,0.0043421632921390695,0.010679095736236386,0.027272515477641028,0.045668420274830535,0.054140797865461936,0.008875165679974211,0.0017976548891332235,0.0033780281742859007,0.008875165679974211,0.017641452215844004,0.018246810590986703,2029.4634099536993,2154.6733411054515,1911.5295361791561,400,20260803,8.0,2.0,3.0,8.0,17.782656161010394,20.804055708897828
plate,cymbal_16in_thin,21,,,,,,,0.023164201534455465,0.002412886079304458,0.0046391797100528145,0.023164201534455465,0.025336969018450426,0.028917006586572317,,,,,,,0.0024457860800749884,0.0001110731544815675,0.0008403783555301808,0.0024457860800749884,0.005946878890202655,0.016956055921594375,0.04425688327581763,0.005071637035601833,0.01242238782527386,0.04425688327581763,0.053679199748191984,0.0646710598552049,0.01919052974719222,0.0019212381349188019,0.0034766851900443437,0.01919052974719222,0.01991950915421003,0.02063081863843149,2286.0504961747515,2425.4381262171387,2154.6733411054515,400,20260803,17.369009285939953,2.0,3.0,17.369009285939953,20.59061098132864,23.505956925658783
plate,cymbal_16in_thin,22,,,,,,,0.031112288955051876,0.002617755297859562,0.005781166023282454,0.031112288955051876,0.0335146430828487,0.03753390796440811,,,,,,,0.0016967421251265244,4.2037398693917234e-05,0.00043530105660428454,0.0016967421251265244,0.004652977813846606,0.01426935550812093,0.05366512710050682,0.004599177870411711,0.013477636986183261,0.05366512710050682,0.060635747164815124,0.07533116352307657,0.02164927373531523,0.0018339386293190487,0.003678941441795167,0.02164927373531523,0.022400970147426195,0.0234256815582649,2571.784725619831,2726.9616171356174,2425.4381262171387,400,20260803,20.13957141896804,2.0,3.0,20.13957141896804,23.460485739563907,26.789573466213515
plate,cymbal_16in_thin,23,,,,,,,0.04067612496289872,0.0021288726927357845,0.037262154521889156,0.04067612496289872,0.04373312857486644,0.04818196318854717,,,,,,,0.0011116071892754045,1.216347543415771e-05,0.0002530047458145025,0.0011116071892754045,0.0039665606100250175,0.012679702372148636,0.06179872191009419,0.004150492751136449,0.039852186677563524,0.06179872191009419,0.07065938502506068,0.08813383877453544,0.02438256931088076,0.0011929199565410696,0.023447186976076437,0.02438256931088076,0.025356442537040114,0.026648942169342684,2889.9773222733784,3062.7379830990285,2726.9616171356174,400,20260803,23.461139892376988,1.0,19.79466675985626,23.461139892376988,26.398643945887457,30.06177091958003
plate,cymbal_16in_thin,24,,,,,,,0.05113845561518621,0.0043642979938925625,0.04822504918018749,0.05113845561518621,0.05454585719649192,0.061701637019644984,,,,,,,0.0008196242336870408,4.371795342579842e-06,0.00014269496792860515,0.0008196242336870408,0.0034111851886445784,0.015044679081105522,0.06756423463019325,0.0074388137195137635,0.055192552768142486,0.06756423463019325,0.07731228130112522,0.09902935378930797,0.027533226338083253,0.0021842277818296084,0.026583771079058276,0.027533226338083253,0.028925586829645866,0.03042811194906668,3244.3156440657726,3436.658328728339,3062.7379830990285,400,20260803,26.953334241586504,2.0,24.11604223259765,26.953334241586504,29.94288912136521,33.694754674723384
plate,cymbal_16in_thin,25,,,,,,,0.06128140443803197,0.05450445749012194,0.058170614252542024,0.06128140443803197,0.06560563657095655,0.0752718123880866,,,,,,,0.0004892444529891223,1.3360933572994566e-06,7.757865260548954e-05,0.0004892444529891223,0.0027402445717600098,0.012799111798651501,0.07051351631218081,0.023641224798439373,0.058120079658059216,0.07051351631218081,0.08452349225086866,0.10829882495420698,0.031040601406112187,0.02902324889618093,0.02991873249080729,0.031040601406112187,0.032881482110935174,0.03482796335468659,3638.905914797386,3853.0557856320793,3436.658328728339,400,20260803,30.743932183865194,24.250766897900473,27.791505074785,30.743932183865194,33.70411020922093,37.839648315332575
plate,cymbal_16in_thin,26,,,,,,,0.06856702779096877,0.06194475438457046,0.06508987246518644,0.06856702779096877,0.07335448296235246,0.08394883314468417,,,,,,,0.0002771348017433191,2.6878777719593185e-07,2.8797732396754547e-05,0.0002771348017433191,0.0019354043349424058,0.010193580893281526,0.06771713948208093,0.02308360302317146,0.05127241934678467,0.06771713948208093,0.08279298927653536,0.10544007355174712,0.034633669524649136,0.032445573513777505,0.03337070033906204,0.034633669524649136,0.036804459006090084,0.039171633940067126,4078.320809686421,4316.755726388418,3853.0557856320793,400,20260803,34.49224685011947,28.340088269796897,31.518480244775063,34.49224685011947,37.585740731480705,42.13820807776119
plate,cymbal_16in_thin,27,,,,,,,0.07212231915627322,0.06600585051649203,0.06901905931859369,0.07212231915627322,0.07721642055249173,0.0876171573965949,,,,,,,0.00012452176336700285,3.660886557411546e-08,9.257608820905523e-06,0.00012452176336700285,0.0011709879885180253,0.007459347659722475,0.0596321470878402,0.014161205196351194,0.0399496524096502,0.0596321470878402,0.07369353928182946,0.09666680679324975,0.038464108164731475,0.03609197373025458,0.03706273087581673,0.038464108164731475,0.04085711382567001,0.043470196460966296,4567.652446074554,4833.131682803398,4316.755726388418,400,20260803,38.410543954525025,31.559504108048046,35.09895937143242,38.410543954525025,41.855456755346765,46.92508147030617
plate,cymbal_16in_thin,28,,,,,,,0.07218740764252132,0.06713615974188755,0.06952334580863889,0.07218740764252132,0.07744659579810889,0.08781092415569113,,,,,,,4.867833733193322e-05,3.8515702522973e-09,2.4738527096577334e-06,4.867833733193322e-05,0.0006376699431497879,0.005529478347670979,0.047954918418501406,0.007922767413023056,0.029150929495026616,0.047954918418501406,0.06322828338570767,0.08535284097640436,0.042725633963129096,0.04010043107537501,0.04118059626264933,0.042725633963129096,0.045418620841722594,0.04822695716823057,5112.571393434344,5408.167616447384,4833.131682803398,400,20260803,42.773957095154415,35.14464351924301,39.086178628859344,42.773957095154415,46.61020977914012,52.25574060793906
plate,cymbal_16in_thin,29,,,,,,,0.06937369722552852,0.0654385565312252,0.067083065572343,0.06937369722552852,0.07493299097470645,0.08379308504787703,,,,,,,1.8347140677643267e-05,3.005519020624959e-10,6.072276631154527e-07,1.8347140677643267e-05,0.00034847110828428783,0.0040761091161899176,0.035347294258758585,0.003639478346301168,0.01972183412833347,0.035347294258758585,0.05213159153693224,0.07331745198941798,0.047485478249811405,0.044582058090433425,0.045706340418714915,0.047485478249811405,0.05045305076405272,0.05345449989128604,5719.392386557584,6048.527263084527,5408.167616447384,400,20260803,47.63305116803956,39.13705246654054,43.52634343485844,47.63305116803956,51.90509969474743,58.191959202290825
plate,cymbal_16in_thin,30,,,,,,,0.06498584484562608,0.06155052748688943,0.06258569200692171,0.06498584484562608,0.07000927310168369,0.07726410402697151,,,,,,,6.70499641872869e-06,1.0122915939112398e-11,1.3869144579002756e-07,6.70499641872869e-06,0.0001849726018234627,0.0027563045184076005,0.024871681154130965,0.0014866112481722847,0.012371786118273794,0.024871681154130965,0.041570218258939626,0.06054400817678632,0.052739640266177945,0.04955523239019886,0.050713956516816726,0.052739640266177945,0.05595676086834709,0.05919335644809616,6395.147503469621,6761.631354584867,6048.527263084527,400,20260803,53.044135208946926,43.58299650784827,48.47090811303817,53.044135208946926,57.80148570640828,64.80252841898475
