id,category,description,notes,dynamics,instruments,assigned,qty,w,n_events,n_distinct,player_count,span_semitones,interval_raw,interval_reported,pitch_structure_density,sonic_mass,instrument_rss,composite_total,composite_total_pre_log,spectral_entropy,harmonic_ratio,weighted_orchestral,weighted_pitch,warnings,nonfinite_flag
MONO.farbass_base,MONO,5 WW (mf) — far-bass regression base,C4 D4 E4 F4 A#4,mf mf mf mf mf,flauta flauta flauta flauta flauta,,1 1 1 1 1,0.5,5,5,5,10.0,6.532518551717237,0.21833901871331884,13.693417192454332,93.039277,42.81628322966531,0.08980219230096542,0.22970854904445412,2.2796548136700316,0.27896560288188826,2.1408141614832656,0.10916950935665942,,False
MONO.farbass_add,MONO,"far-bass +E1 (STR_LO, mf) — mass-bearing add",C4 D4 E4 F4 A#4 E1,mf mf mf mf mf mf,flauta flauta flauta flauta flauta double_bass,,1 1 1 1 1 1,0.5,6,6,6,42.0,6.673696851394038,0.1598417355695015,13.486844002336039,161.186245,80.48132303333453,0.11320359021000084,0.29778751014454213,2.298580568527329,0.5245721308291535,4.024066151666727,0.07992086778475074,,False
REG.cluster3_C2,REG,3-note chromatic cluster shape rooted at C2,C2 C#2 D2,mf mf mf,contrabaixo contrabaixo contrabaixo,C2:contrabaixo C#2:contrabaixo D2:contrabaixo,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.843119129961859,108.998918,63.05743362412126,0.03660348479051708,0.08793634297852701,1.5820831422417556,0.3626174619458149,3.1528716812060633,0.1366320654563987,,False
REG.cluster3_C3,REG,3-note chromatic cluster shape rooted at C3,C3 C#3 D3,mf mf mf,fagote fagote fagote,C3:fagote C#3:fagote D3:fagote,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.861664951079829,74.795336,43.1916868857046,0.03064953299917181,0.0731230738727588,1.5846760504944069,0.3417351450897954,2.15958434428523,0.1366320654563987,,False
REG.cluster3_C4,REG,3-note chromatic cluster shape rooted at C4,C4 C#4 D4,mf mf mf,clarinete clarinete clarinete,C4:clarinete C#4:clarinete D4:clarinete,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.854952873857293,50.372368,29.128471679613984,0.025275436289944334,0.05992573337972803,1.5826485279251195,0.34792402453662685,1.4564235839806992,0.1366320654563987,,False
REG.cluster3_C7,REG,3-note chromatic cluster shape rooted at C7,C7 C#7 D7,mf mf mf,flauta flauta flauta,C7:flauta C#7:flauta D7:flauta,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.871258010777438,9.58037,5.5314763390941115,0.01124128540628226,0.026221916455834163,1.5848980481454946,0.3295339324055334,0.27657381695470556,0.1366320654563987,,False
REG.triad_C3,REG,"open triad shape (root,+16,+31) rooted at C3",C3 E4 G5,mf mf mf,fagote clarinete flauta,C3:fagote E4:clarinete G5:flauta,1 1 1,0.5,3,3,3,31.0,0.470075880536643,0.06321771694096212,0.8349988717125298,52.139576000000005,31.831593163407483,0.004530217206345388,0.010485805349346632,1.5025061180697303,0.4902263685458431,1.5915796581703743,0.03160885847048106,,False
REG.triad_C5,REG,"open triad shape (root,+16,+31) rooted at C5",C5 E6 G7,mf mf mf,flauta flauta violino,C5:flauta E6:flauta G7:violino,1 1 1,0.5,3,3,3,31.0,0.470075880536643,0.06321771694096212,0.8348437550378042,21.817911,13.325364674833818,0.002935349046155066,0.0067817838075895955,1.5016833751296597,0.4903144943619946,0.6662682337416909,0.03160885847048106,,False
BIMODAL.low,BIMODAL,low cluster stratum alone,C2 C#2 D2,mf mf mf,contrabaixo contrabaixo contrabaixo,C2:contrabaixo C#2:contrabaixo D2:contrabaixo,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.843119129961859,108.998918,63.05743362412126,0.03660348479051708,0.08793634297852701,1.5820831422417556,0.3626174619458149,3.1528716812060633,0.1366320654563987,,False
BIMODAL.high,BIMODAL,high cluster stratum alone,C7 C#7 D7,mf mf mf,flauta flauta flauta,C7:flauta C#7:flauta D7:flauta,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.871258010777438,9.58037,5.5314763390941115,0.01124128540628226,0.026221916455834163,1.5848980481454946,0.3295339324055334,0.27657381695470556,0.1366320654563987,,False
BIMODAL.combined,BIMODAL,low + high strata (6 notes),C2 C#2 D2 C7 C#7 D7,mf mf mf mf mf mf,contrabaixo contrabaixo contrabaixo flauta flauta flauta,C2:contrabaixo C#2:contrabaixo D2:contrabaixo C7:flauta C#7:flauta D7:flauta,1 1 1 1 1 1,0.5,6,6,6,62.0,5.279269045287981,0.13096103799028044,10.459732984917832,118.57928799999999,63.299582666479054,0.07848855386373925,0.19808754633470932,1.987277607025025,0.3599445461335542,3.164979133323953,0.06548051899514022,,False
BIMODAL.combined_bridge,BIMODAL,low + high strata + mid bridge G4,C2 C#2 D2 C7 C#7 D7 G4,mf mf mf mf mf mf mf,contrabaixo contrabaixo contrabaixo flauta flauta flauta clarinete,C2:contrabaixo C#2:contrabaixo D2:contrabaixo C7:flauta C#7:flauta D7:flauta G4:clarinete,1 1 1 1 1 1 1,0.5,7,7,7,62.0,5.578988026923638,0.10231914678289605,11.556052866131061,130.656986,64.44150801098326,0.0898079523274585,0.22972485871701126,2.248133527299777,0.32667191634131226,3.2220754005491625,0.05115957339144803,,False
DENSPARSE.dense_soft,DENSPARSE,"7-note cluster from C5, all pppp",C5 C#5 D5 D#5 E5 F5 F#5,pppp pppp pppp pppp pppp pppp pppp,flauta flauta flauta flauta flauta flauta flauta,C5:flauta C#5:flauta D5:flauta D#5:flauta E5:flauta F5:flauta F#5:flauta,1 1 1 1 1 1 1,0.5,7,7,7,6.0,16.25878424995875,0.24900938507621384,37.00161095840602,33.01041448749999,12.556446531471419,0.13663323648161294,0.369724539451981,2.7982016641766716,0.16773048221180717,0.627822326573571,0.12450469253810692,"Instrument 'flauta' dynamic 'pppp' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_3 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_4 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_5 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_6 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DENSPARSE.sparse_loud,DENSPARSE,"wide trio [C2,E4,C7], all ffff",C2 E4 C7,ffff ffff ffff,contrabaixo clarinete flauta,C2:contrabaixo E4:clarinete C7:flauta,1 1 1,0.5,3,3,3,60.0,0.10405101878025053,0.014807596072881873,0.15499968838640682,93.72817663000002,72.79911443605623,0.0011319214560427202,0.002609744942238626,1.002268234100406,0.8051787096842407,3.639955721802812,0.007403798036440937,"Instrument 'clarinete' dynamic 'ffff' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'contrabaixo' dynamic 'ffff' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DENSPARSE.dense_loud,DENSPARSE,"7-note cluster from C5, all ffff",C5 C#5 D5 D#5 E5 F5 F#5,ffff ffff ffff ffff ffff ffff ffff,flauta flauta flauta flauta flauta flauta flauta,C5:flauta C#5:flauta D5:flauta D#5:flauta E5:flauta F5:flauta F#5:flauta,1 1 1 1 1 1 1,0.5,7,7,7,6.0,16.25878424995875,0.24900938507621384,36.95728642101995,81.3227932,31.169111351765796,0.198550793551185,0.5796133429418813,2.7863058552006863,0.16678180515324453,1.5584555675882896,0.12450469253810692,"Instrument 'flauta' dynamic 'ffff' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_3 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_4 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_5 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'ffff' at event evt_6 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DENSPARSE.sparse_soft,DENSPARSE,"wide trio [C2,E4,C7], all pppp",C2 E4 C7,pppp pppp pppp,contrabaixo clarinete flauta,C2:contrabaixo E4:clarinete C7:flauta,1 1 1,0.5,3,3,3,60.0,0.10405101878025053,0.014807596072881873,0.1455355789817105,37.7582546,31.390251442871907,0.0006749227925176983,0.0015552753491310997,0.8418139133075115,0.877671364409413,1.5695125721435954,0.007403798036440937,"Instrument 'clarinete' dynamic 'pppp' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'contrabaixo' dynamic 'pppp' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DYNGRAD.uniform,DYNGRAD,"6-note cluster C4, uniform mf",C4 C#4 D4 D#4 E4 F4,mf mf mf mf mf mf,clarinete clarinete clarinete clarinete clarinete clarinete,C4:clarinete C#4:clarinete D4:clarinete D#4:clarinete E4:clarinete F4:clarinete,1 1 1 1 1 1,0.5,6,6,6,5.0,11.968735516320793,0.2547693250999043,26.456007553218832,93.10222200000001,38.20453759770072,0.1595529003252554,0.4439524778211052,2.577463859146906,0.18824209157972616,1.9102268798850361,0.12738466254995215,,False
DYNGRAD.wedge,DYNGRAD,"6-note cluster C4, wedge pppp..ffff (low->high)",C4 C#4 D4 D#4 E4 F4,pppp pp mp f ff ffff,clarinete clarinete clarinete clarinete clarinete clarinete,C4:clarinete C#4:clarinete D4:clarinete D#4:clarinete E4:clarinete F4:clarinete,1 1 1 1 1 1,0.5,6,6,6,5.0,11.968735516320793,0.2547693250999043,26.30001424574911,80.05032012497962,36.979446447798864,0.14898252228769188,0.40923208425767504,2.3644579681566733,0.04781465119719874,1.8489723223899432,0.12738466254995215,"Instrument 'clarinete' dynamic 'ffff' at event evt_5 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DYNGRAD.inv_wedge,DYNGRAD,"6-note cluster C4, inverted wedge ffff..pppp",C4 C#4 D4 D#4 E4 F4,ffff ff f mp pp pppp,clarinete clarinete clarinete clarinete clarinete clarinete,C4:clarinete C#4:clarinete D4:clarinete D#4:clarinete E4:clarinete F4:clarinete,1 1 1 1 1 1,0.5,6,6,6,5.0,11.968735516320793,0.2547693250999043,24.93100407586875,97.86553533641658,46.80424471804938,0.15501107146085172,0.42893038574154807,2.2956270010723885,0.33319931391481417,2.3402122359024693,0.12738466254995215,"Instrument 'clarinete' dynamic 'ffff' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_5 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DYNGRAD.extremes,DYNGRAD,"6-note cluster C4, extremes-only ffff/pppp",C4 C#4 D4 D#4 E4 F4,ffff pppp pppp pppp pppp ffff,clarinete clarinete clarinete clarinete clarinete clarinete,C4:clarinete C#4:clarinete D4:clarinete D#4:clarinete E4:clarinete F4:clarinete,1 1 1 1 1 1,0.5,6,6,6,5.0,11.968735516320793,0.2547693250999043,23.375336653441437,73.93731826250001,41.80484166344536,0.13019223546228312,0.3495601176816506,1.9784067683135556,0.44103207955459084,2.090242083172268,0.12738466254995215,"Instrument 'clarinete' dynamic 'ffff' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'ffff' at event evt_5 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_3 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'clarinete' dynamic 'pppp' at event evt_4 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
DYNGRAD.bass_heavy,DYNGRAD,"bass ffff + soft treble triad (C2,C5,C#5,D5)",C2 C5 C#5 D5,ffff pppp pppp pppp,contrabaixo flauta flauta flauta,C2:contrabaixo C5:flauta C#5:flauta D5:flauta,1 1 1 1,0.5,4,4,4,38.0,2.7028236099236986,0.16150893088507864,3.923998557559747,85.65518398250002,70.84407664895576,0.026598372980272695,0.06315937452773349,0.9622397876492534,0.8851475793396238,3.5422038324477882,0.08075446544253932,"Instrument 'contrabaixo' dynamic 'ffff' at event evt_0 is outside measured support ('pp', 'mf', 'ff'); boundary 'ff', ratio 1.1^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_1 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_2 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied. | Instrument 'flauta' dynamic 'pppp' at event evt_3 is outside measured support ('pp', 'mf', 'ff'); boundary 'pp', ratio 0.85^2. Dynamic level outside measured support; saturated extrapolation applied.",False
FUSION.harmonic,FUSION,partials 1-6 on C2 (harmonic series),C2 C3 G3+1.999999999999602c C4 E4-14.000000000000057c G4+1.999999999999602c,mf mf mf mf mf mf,contrabaixo fagote clarinete clarinete clarinete clarinete,C2:contrabaixo C3:fagote G3+1.999999999999602c:clarinete C4:clarinete E4-14.000000000000057c:clarinete G4+1.999999999999602c:clarinete,1 1 1 1 1 1,0.5,6,6,6,31.019999999999996,5.025097939470935,0.1254833897688973,10.252450392805335,135.99865437712668,59.86884355674846,0.08204348612200459,0.20793478016054623,2.4721855431565363,0.6074388263498447,2.993442177837423,0.06274169488444865,,False
FUSION.inharmonic,FUSION,equal-cardinality inharmonic stack (6),C2 C#3 F#3+50c B3 D#4+50c A4,mf mf mf mf mf mf,contrabaixo fagote clarinete clarinete clarinete clarinete,C2:contrabaixo C#3:fagote F#3+50c:clarinete B3:clarinete D#4+50c:clarinete A4:clarinete,1 1 1 1 1 1,0.5,6,6,6,33.0,4.8067991571906035,0.1207230387601745,10.295060887874419,136.19916421659244,60.48634512051975,0.0824093628916312,0.20895284857114912,2.453004285747079,0.29019936522624334,3.0243172560259874,0.06036151938008724,,False
FUSION.octave_pillar,FUSION,5-octave pillar C2..C6,C2 C3 C4 C5 C6,mf mf mf mf mf,contrabaixo fagote clarinete flauta flauta,C2:contrabaixo C3:fagote C4:clarinete C5:flauta C6:flauta,1 1 1 1 1,0.5,5,5,5,48.0,1.5398078994606506,0.062198579279105035,2.7711498939101107,98.869923,51.65329795724686,0.020328470347208923,0.047920823327592385,2.056473302082374,1.0,2.5826648978623434,0.031099289639552517,,False
FUSION.qtone_cluster,FUSION,5-note quarter-tone cluster from C4,C4 C4+50c C#4 C#4+50c D4,mf mf mf mf mf,clarinete clarinete clarinete clarinete clarinete,C4:clarinete C4+50c:clarinete C#4:clarinete C#4+50c:clarinete D4:clarinete,1 1 1 1 1,0.5,5,5,5,2.0,9.059576658038832,0.28011325007358107,19.30145237649157,83.11586983422656,37.20942937380398,0.11595318102272337,0.3060300843881236,2.320412694858061,0.21085933450440783,1.8604714686901989,0.14005662503679053,,False
MICROMIX.near_unison,MICROMIX,near-unison triple C5/+8c/-8c,C5 C5+8c C5-8c,mf mf mf,flauta flauta flauta,C5:flauta C5+8c:flauta C5-8c:flauta,1 1 1,0.5,3,3,3,0.1599999999999966,2.968191149729407,0.29872146958799195,4.918959824914116,32.10618143460093,18.537669425388433,0.02055724461447969,0.04847298432220585,1.5848724698222467,1.0,0.9268834712694217,0.14936073479399598,,False
MICROMIX.micro_frame,MICROMIX,"micro-knot in wide frame [C4,C5,+8c,-8c,C7]",C4 C5 C5+8c C5-8c C7,mf mf mf mf mf,clarinete flauta flauta flauta flauta,C4:clarinete C5:flauta C5+8c:flauta C5-8c:flauta C7:flauta,1 1 1 1 1,0.5,5,5,5,36.0,4.171276450293889,0.15140897024407782,7.914828295952732,52.78899543460093,25.705337092698844,0.04139680824530049,0.10001044318429328,2.171380261601782,0.7944521096349644,1.2852668546349422,0.07570448512203891,,False
MICROMIX.edo24_pedal,MICROMIX,24-EDO 5-cluster from C5 over C2 pedal,C2 C5 C5+50c C#5 C#5+50c D5,mf mf mf mf mf mf,contrabaixo flauta flauta flauta flauta flauta,C2:contrabaixo C5:flauta C5+50c:flauta C#5:flauta C#5+50c:flauta D5:flauta,1 1 1 1 1 1,0.5,6,6,6,38.0,9.183503553447393,0.20742795987212878,18.303627638498398,87.10599463429115,44.91425308453097,0.1129713286622966,0.2970936363769161,2.2602089309107485,0.5765682282930825,2.2457126542265486,0.10371397993606439,,False
MICROMIX.mixed_system,MICROMIX,"JI-flavoured tetrad [C4,E4-14c,G4+2c,B4-31c]",C4 E4-14c G4+2c B4-31c,mf mf mf mf,clarinete clarinete clarinete flauta,C4:clarinete E4-14c:clarinete G4+2c:clarinete B4-31c:flauta,1 1 1 1,0.5,4,4,4,10.689999999999998,3.445683862969446,0.19708215572412888,6.881566637056678,57.31278999964466,28.983048064768067,0.03766690999464032,0.0906035574808194,1.9837066824016703,0.30579137745883006,1.4491524032384033,0.09854107786206445,,False
MASSASYM.massed_bass,MASSASYM,massed bass Qty8 (contrabaixo) + solo treble (flauta),C2 C6,mf mf,contrabaixo flauta,,8 1,0.5,2,2,9,48.0,0.008229747049020023,0.0035595068183171628,0.01001079907172976,321.76071,111.93157789973951,0.0001356075630563069,0.0003122967076571415,0.5389157163002327,1.0,5.596578894986975,0.0017797534091585814,,False
MASSASYM.massed_treble,MASSASYM,solo bass (contrabaixo) + massed treble Qty8 (violino),C2 C6,mf mf,contrabaixo violino,,1 8,0.5,2,2,9,48.0,0.008229747049020023,0.0035595068183171628,0.01127108145765487,156.993951,57.333153666732144,0.00010665229064419854,0.0002456061308191489,0.8427145455777363,1.0,2.866657683336607,0.0017797534091585814,,False
MASSASYM.balanced,MASSASYM,balanced Qty4/4 (contrabaixo/flauta),C2 C6,mf mf,contrabaixo flauta,,4 4,0.5,2,2,8,48.0,0.008229747049020023,0.0035595068183171628,0.01001079907172976,180.345332,79.8285163139089,0.00010152824965015685,0.00023380476223611112,0.5389157163002327,1.0,3.991425815695445,0.0017797534091585814,,False
XTREME.very_spacious,XTREME,"very spacious [C2,G3,D5,A6]",C2 G3 D5 A6,mf mf mf mf,contrabaixo clarinete flauta flauta,C2:contrabaixo G3:clarinete D5:flauta A6:flauta,1 1 1 1,0.5,4,4,4,57.0,0.4967933668377076,0.03454780368828965,0.8961186168546463,78.409573,48.46389286848038,0.005952329264730689,0.01380009892402276,1.5892077436866567,0.5040827221441444,2.423194643424019,0.017273901844144825,,False
XTREME.low_cluster_sub,XTREME,"low cluster substituted C1->E1 (MIDI 24 below contrabaixo 28): [E1,F1,F#1]",E1 F1 F#1,mf mf mf,contrabaixo contrabaixo contrabaixo,E1:contrabaixo F1:contrabaixo F#1:contrabaixo,1 1 1,0.5,3,3,3,2.0,2.628405589149901,0.2732641309127974,4.873908082032548,209.78819900000002,121.21076635338002,0.05029164859608662,0.12277219403821754,1.5839053636728693,0.3248369942867949,6.060538317669001,0.1366320654563987,,False
XTREME.wide_n4,XTREME,"wide growth n=4 [C4,C5,E6,G3]",C4 C5 E6 G3,mf mf mf mf,clarinete flauta flauta clarinete,C4:clarinete C5:flauta E6:flauta G3:clarinete,1 1 1 1,0.5,4,4,4,33.0,1.3899981436986835,0.0904930789203134,2.6225402625426373,59.337180999999994,33.74871796907016,0.014996240273022203,0.03513320539789528,1.7771182346383605,0.44421599671207845,1.6874358984535078,0.04524653946015671,,False
XTREME.farbass_E0_sub,XTREME,far-bass E0->E1 (MIDI 12 below all ranges; lowest coverable E1); doubles existing E1,C4 D4 E4 F4 A#4 E1 E1,mf mf mf mf mf mf mf,clarinete clarinete clarinete clarinete clarinete contrabaixo contrabaixo,C4:clarinete D4:clarinete E4:clarinete F4:clarinete A#4:clarinete E1:contrabaixo E1:contrabaixo,1 1 1 1 1 1 1,0.5,7,6,7,42.0,6.673696851394038,0.1598417355695015,13.184306119266985,211.13521400000002,102.14946026917147,0.12488650216802588,0.3331729773188545,2.2047784360636724,0.5823295223860568,5.1074730134585735,0.07992086778475074,,False
XTREME.extreme_span,XTREME,extreme span: lowest coverable E1 (MIDI 28) to highest coverable G7 (MIDI 103),E1 G7,mf mf,contrabaixo violino,E1:contrabaixo G7:violino,1 1,0.5,2,2,2,75.0,0.0005530843701478336,0.00024013508861979566,0.0006448823170366213,74.51198,68.4435725642165,4.204437344917225e-06,9.681121616586977e-06,0.42100384192459905,0.9145773337388163,3.4221786282108244,0.00012006754430989784,,False
